M_NAME,ROUNDS,TIME,M_KD,M_SUB_ATT,M_REV,M_CTRL,OP_RES,OP_KD,OP_SUB_ATT,OP_REV,OP_CTRL,M_SIG_STR_SUCC,M_SIG_STR_TOTAL,M_TOTAL_STR_SUCC,M_TOTAL_STR_TOTAL,M_TD_SUCC,M_TD_TOTAL,M_HEAD_SUCC,M_HEAD_TOTAL,M_BODY_SUCC,M_BODY_TOTAL,M_LEG_SUCC,M_LEG_TOTAL,M_DIST_SUCC,M_DIST_TOTAL,M_CLIN_SUCC,M_CLIN_TOTAL,M_GROUND_SUCC,M_GROUND_TOTAL,OP_SIG_STR_SUCC,OP_SIG_STR_TOTAL,OP_TOTAL_STR_SUCC,OP_TOTAL_STR_TOTAL,OP_TD_SUCC,OP_TD_TOTAL,OP_HEAD_SUCC,OP_HEAD_TOTAL,OP_BODY_SUCC,OP_BODY_TOTAL,OP_LEG_SUCC,OP_LEG_TOTAL,OP_DIST_SUCC,OP_DIST_TOTAL,OP_CLIN_SUCC,OP_CLIN_TOTAL,OP_GROUND_SUCC,OP_GROUND_TOTAL,M_RES
Al Iaquinta,28,128.5,5,0.0,0,88.0,3,2,2,0,1148.0,4.054474708171206,1271,532,1282,0.0311284046692607,27,338,1017,102,167,81,87,489,1220,0.16342412451361868,36,0.08560311284046693,15,592,1553,657,1633,10,35,442,1365,71,102,79,86,515,1435,12,24,65,94,6
Aleksandar Rakic,11,49.86666666666667,3,0.020053475935828877,0,972.0,1,1,0,0,214.0,3.9705882352941178,406,338,554,0.020053475935828877,10,100,287,43,52,55,67,139,330,0.6417112299465241,39,0.5414438502673796,37,117,254,220,360,2,18,63,188,14,24,40,42,80,205,26,34,11,15,4
Aleksei Oleinik,14,56.266666666666666,0,0.14218009478672985,3,1438.0,4,3,1,4,799.0,2.6481042654028437,336,282,482,0.1599526066350711,16,114,291,20,23,15,22,110,275,0.533175355450237,45,0.1599526066350711,16,176,326,303,454,9,13,130,270,26,35,20,21,91,227,32,39,53,60,3
Alex Perez,8,31.116666666666667,1,0.16068559185859668,0,732.0,0,0,0,0,57.0,4.884841992501339,332,228,415,0.2570969469737547,17,103,266,21,33,28,33,108,270,1.0283877878950187,46,0.38564542046063205,16,90,242,123,275,0,6,63,210,19,21,8,11,75,225,6,8,9,9,5
Alexander Volkanovski,9,41.28333333333333,3,0.07266855066612839,1,951.0,0,1,0,1,231.0,6.709729511505854,464,317,510,0.16955995155429957,18,216,383,33,45,28,36,133,247,0.7509083568833267,44,2.737182075090836,173,122,258,139,277,5,15,91,214,24,36,7,8,95,220,20,31,7,7,4
Alexander Volkov,15,71.63333333333334,1,0.0,0,400.0,1,1,0,2,2136.0,3.4341554211261047,433,439,647,0.05583992554676593,6,171,340,52,69,23,24,199,372,0.4746393671475104,47,0.1814797580269893,14,192,347,301,484,19,50,118,261,33,39,41,47,90,204,21,25,81,118,3
Alexandre Pantoja,10,46.8,2,0.021367521367521368,0,551.0,1,0,0,1,331.0,5.641025641025641,519,303,561,0.06410256410256411,4,164,378,57,90,43,51,209,450,0.8333333333333334,51,0.3418803418803419,18,188,431,219,466,4,25,151,379,14,21,23,31,163,390,19,32,6,9,3
Alexis Davis,23,108.01666666666667,0,0.05554698349020213,4,1984.0,5,0,1,1,1173.0,4.091961117111557,900,889,1425,0.03703132232680142,16,198,585,104,146,140,169,289,692,0.9165252275883351,142,0.4999228514118192,66,381,926,600,1183,12,20,301,819,46,60,34,47,295,799,49,86,37,41,4
Alistair Overeem,52,196.2,14,0.08664627930682978,0,2186.0,12,8,5,0,824.0,4.209989806320082,1312,1456,2017,0.11213047910295618,35,445,844,281,346,100,122,271,534,1.162079510703364,320,1.6666666666666667,458,461,1160,856,1623,17,57,337,988,97,127,27,45,206,701,125,229,130,230,22
Aljamain Sterling,30,141.43333333333334,0,0.03535234503888758,1,2602.0,2,3,1,1,1269.0,5.203865189724252,1443,1085,1814,0.12726844213999527,59,371,916,234,344,131,183,490,1108,0.8838086259721895,166,0.8555267499410794,169,301,894,473,1089,7,18,141,621,78,161,82,112,241,804,46,68,14,22,9
Amanda Nunes,27,118.83333333333333,4,0.033660589060308554,0,2360.0,1,0,1,0,455.0,4.451612903225807,1032,736,1289,0.18513323983169705,38,327,728,74,117,128,187,346,727,0.3534361851332398,66,1.1865357643758767,239,299,714,513,958,1,22,158,532,53,73,88,109,203,575,69,100,27,39,9
Amanda Ribas,6,24.516666666666666,0,0.12236573759347383,0,446.0,0,0,0,1,128.0,4.119646498980286,254,164,323,0.20394289598912305,8,57,199,29,38,15,17,85,229,0.2855200543847723,8,0.3670972127804215,17,30,175,72,218,0,6,21,157,6,13,3,5,26,169,2,3,2,3,3
Andrea Lee,15,75.0,0,0.04,0,1014.0,2,0,2,1,660.0,5.4,832,498,938,0.09333333333333334,18,166,520,143,197,96,115,312,711,0.8,73,0.44,48,285,832,418,987,12,31,174,653,52,105,59,74,255,783,27,36,3,13,3
Angela Hill,29,140.76666666666668,2,0.007103954534690977,0,720.0,7,0,1,0,1129.0,5.825242718446601,1688,887,1765,0.02841581813876391,6,518,1276,221,317,81,95,649,1449,0.930618044044518,179,0.2841581813876391,60,848,2175,977,2319,10,41,509,1687,186,303,153,185,704,1926,121,223,23,26,3
Anthony Pettis,44,208.4,5,0.05758157389635316,7,1080.0,9,2,2,2,4248.0,3.1573896353166986,1446,982,1791,0.019193857965451054,12,454,1148,129,206,75,92,552,1304,0.27351247600767753,82,0.23512476007677544,60,823,1735,1206,2174,37,84,442,1234,196,280,185,221,595,1395,140,196,88,144,7
Anthony Smith,29,131.23333333333332,3,0.030480060960121923,1,446.0,5,3,0,0,3569.0,2.979425958851918,787,468,869,0.030480060960121923,15,267,616,78,121,46,50,317,687,0.4038608077216155,72,0.1600203200406401,28,587,968,1109,1529,16,31,363,702,102,136,122,130,311,622,70,100,206,246,5
Antonina Shevchenko,13,59.7,0,0.05025125628140703,2,458.0,2,0,4,2,1410.0,4.0871021775544385,447,332,553,0.03350083752093802,2,159,342,66,86,19,19,141,313,1.2730318257956448,96,0.4522613065326633,38,159,357,423,647,10,20,110,291,27,38,22,28,77,253,22,31,60,73,3
Arnold Allen,15,71.68333333333334,1,0.027900488258544524,0,853.0,0,0,3,1,744.0,3.5015112764473377,571,318,645,0.12555219716345034,17,187,483,44,59,20,29,213,512,0.1534526854219949,25,0.3766565914903511,34,149,458,258,590,6,35,96,382,31,51,22,25,118,415,21,33,10,10,5
Askar Askarov,6,30.0,0,0.0,1,556.0,0,0,0,0,259.0,3.8,213,140,239,0.06666666666666667,22,88,184,5,6,21,23,91,181,0.43333333333333335,15,0.3333333333333333,17,79,173,126,228,4,13,32,107,30,43,17,23,65,150,13,22,1,1,2
Aspen Ladd,7,26.25,0,0.11428571428571428,0,733.0,1,1,0,0,374.0,5.523809523809524,262,189,315,0.1523809523809524,5,119,231,21,26,5,5,47,122,1.1047619047619048,41,2.6285714285714286,99,131,249,149,268,2,6,72,182,48,54,11,13,74,176,52,67,5,6,3
Augusto Sakai,16,72.63333333333334,2,0.0,0,438.0,1,0,0,0,495.0,5.631023405231757,807,492,900,0.013767783386874712,2,274,618,85,125,50,64,249,609,1.4456172556218447,133,0.7572280862781091,65,325,630,359,667,5,13,178,459,103,119,44,52,231,516,44,56,50,58,4
Beneil Dariush,27,114.98333333333333,2,0.07827221336425569,0,2398.0,3,3,6,1,617.0,3.522249601391506,873,490,973,0.12175677634439774,43,221,616,117,176,67,81,275,679,0.7827221336425569,137,0.3478765038411364,57,337,813,478,985,4,16,182,592,106,168,49,53,256,701,61,87,20,25,10
Blagoy Ivanov,9,45.0,1,0.022222222222222223,0,426.0,2,0,0,0,392.0,3.533333333333333,286,213,344,0.13333333333333333,11,124,246,32,37,3,3,126,242,0.5555555555555556,35,0.17777777777777778,9,173,373,187,389,1,3,95,273,42,56,36,44,121,297,50,74,2,2,1
Brad Tavares,32,151.3,2,0.0,1,1425.0,4,3,2,0,1381.0,2.987442167878387,1161,550,1268,0.06609385327164573,36,271,914,69,115,112,132,350,1005,0.5750165234633179,134,0.0991407799074686,22,431,948,583,1107,13,55,236,664,81,139,114,145,336,813,75,112,20,23,7
Brandon Moreno,16,79.1,1,0.025284450063211127,2,1085.0,1,1,1,2,569.0,3.122629582806574,735,367,869,0.11378002528445007,23,182,647,39,56,26,32,203,661,0.22756005056890014,34,0.32869785082174463,40,212,651,283,727,5,21,145,542,29,54,38,55,196,624,8,17,8,10,4
Brandon Royval,4,14.1,2,0.2127659574468085,1,215.0,0,1,0,1,332.0,3.900709219858156,104,73,126,0.07092198581560284,1,36,82,11,13,8,9,46,93,0.3546099290780142,7,0.28368794326241137,4,39,70,62,94,4,11,18,46,4,6,17,18,32,59,4,8,3,3,2
Brian Ortega,9,41.35,0,0.07255139056831922,0,175.0,1,0,0,0,50.0,4.812575574365175,582,201,584,0.04836759371221282,14,148,521,39,48,12,13,185,565,0.3385731559854897,17,0.0,0,459,839,478,858,3,3,359,716,69,90,31,33,446,823,12,15,1,1,2
Bryce Mitchell,10,49.333333333333336,0,0.18243243243243243,1,1337.0,0,0,2,3,873.0,2.0472972972972974,169,157,236,0.14189189189189189,17,68,121,30,43,3,5,30,84,0.16216216216216214,13,1.277027027027027,72,67,163,115,218,8,12,43,135,14,18,10,10,32,113,2,6,33,44,4
Calvin Kattar,15,69.71666666666667,2,0.0,0,120.0,1,0,0,0,89.0,5.292852020081281,875,429,939,0.04303131723643318,5,282,753,44,74,43,48,328,800,0.04303131723643318,10,0.545063351661487,65,362,931,373,944,2,17,194,692,79,135,89,104,352,910,9,20,1,1,4
Carla Esparza,18,86.43333333333334,0,0.03470883146934053,1,1325.0,2,0,1,3,741.0,2.7535672965676823,608,589,1031,0.21982259930582337,47,175,524,33,46,30,38,148,474,0.3355187042036251,56,0.7057462398765908,78,210,499,326,628,6,14,154,421,35,48,21,30,140,404,19,29,51,66,4
Chan Sung Jung,23,100.18333333333334,3,0.039926800865080686,0,645.0,4,4,0,2,412.0,4.242222591914823,1019,544,1154,0.04990850108135086,12,321,886,59,78,45,55,347,903,0.4591582099484279,67,0.3194144069206455,49,446,1013,497,1074,3,24,260,774,77,104,109,135,411,944,30,62,5,7,4
Charles Oliveira,35,130.78333333333333,2,0.18350962151140562,3,2088.0,5,0,5,7,2884.0,3.0661399260864024,720,591,926,0.19880208997068943,58,205,457,126,175,70,88,227,483,0.6805148464381292,124,0.6499299095195616,113,354,780,497,939,12,27,254,632,65,102,35,46,204,545,42,64,108,171,13
Chris Weidman,25,101.55,3,0.068931560807484,0,1801.0,4,2,1,0,509.0,3.1806991629739048,731,450,878,0.19694731659281142,43,240,598,53,90,30,43,193,539,0.33481043820777945,44,0.9453471196454949,148,370,685,495,831,4,8,246,521,75,102,49,62,221,486,62,83,87,116,6
Ciryl Gane,6,29.766666666666666,1,0.0335946248600224,0,137.0,0,0,0,0,2.0,5.3415453527435615,328,164,333,0.1007838745800672,4,86,237,52,67,21,24,125,279,1.007838745800672,38,0.1343784994400896,11,64,225,72,236,0,0,27,173,10,15,27,37,62,222,2,3,0,0,2
Claudia Gadelha,27,133.05,1,0.04509582863585118,0,1892.0,3,1,0,0,905.0,3.705373919579105,1174,705,1405,0.15783540022547912,52,413,1048,58,95,22,31,399,1030,0.33070274332957533,77,0.3757985719654265,67,679,1537,1032,1941,7,16,431,1236,141,178,107,123,511,1298,80,114,88,125,6
Cody Garbrandt,17,76.96666666666667,9,0.0,0,138.0,1,2,0,0,47.0,3.391078388912949,689,272,701,0.06496318752706799,15,203,599,25,43,33,47,235,640,0.11693373754872238,15,0.22087483759203116,34,253,725,276,748,0,7,162,568,38,77,53,80,220,680,19,26,14,19,7
Cody Stamann,11,53.7,0,0.0,0,698.0,2,0,3,0,353.0,3.594040968342644,462,276,549,0.186219739292365,17,116,357,49,67,28,38,155,409,0.521415270018622,42,0.186219739292365,11,171,438,293,569,6,16,87,309,40,70,44,59,129,383,20,30,22,25,2
Colby Covington,38,173.38333333333333,1,0.011535134095933866,0,5378.0,2,2,4,2,280.0,3.6797077766029034,1609,1325,2421,0.2941459194463136,102,426,1316,107,171,105,122,481,1377,0.4037296933576853,105,0.5017783331731231,127,490,1109,728,1363,6,24,319,889,121,167,50,53,391,997,59,67,40,45,10
Conor McGregor,20,85.4,10,0.0,0,578.0,1,0,1,0,1462.0,5.128805620608899,870,572,1012,0.046838407494145196,6,297,667,81,127,60,76,332,732,0.6440281030444964,66,0.5971896955503513,72,341,768,479,920,8,27,221,583,73,113,47,72,197,556,82,125,62,87,7
Cory Sandhagen,14,55.85,3,0.03581020590868397,2,671.0,1,0,5,0,422.0,6.875559534467323,795,474,901,0.07162041181736795,8,232,608,67,90,85,97,275,612,0.4297224709042077,40,1.521933751119069,143,217,534,253,577,9,13,124,396,66,99,27,39,192,493,15,29,10,12,6
Curtis Blaydes,16,66.81666666666666,0,0.0,0,1856.0,2,1,2,0,112.0,3.5320528810177105,461,398,653,0.26939386380643554,48,161,375,40,46,35,40,101,290,0.7632826141182341,67,1.2571713644300324,104,137,331,207,406,3,4,97,281,26,33,14,17,100,285,29,34,8,12,5
Cynthia Calvillo,19,91.86666666666666,0,0.09796806966618288,0,1390.0,1,0,2,2,115.0,4.049346879535559,888,466,1007,0.11973875181422353,26,210,651,109,154,53,83,325,827,0.1632801161103048,19,0.34833091436865027,42,304,930,334,965,4,13,181,755,41,76,82,99,289,900,9,21,6,9,6
Dan Hooker,28,125.86666666666666,4,0.007944915254237288,0,1430.0,4,1,7,0,551.0,5.609110169491526,1453,908,1687,0.047669491525423734,20,467,1117,102,161,137,175,602,1290,0.46080508474576276,105,0.3654661016949153,58,670,1295,762,1400,7,40,466,1035,119,156,85,104,577,1157,67,106,26,32,7
Dan Ige,19,89.21666666666667,2,0.03362600410984495,1,948.0,1,1,2,2,931.0,4.068746497291238,745,471,878,0.1345040164393798,37,264,614,60,87,39,44,234,560,0.36988604520829443,56,1.0760321315150383,129,279,679,369,774,8,21,200,566,59,87,20,26,201,559,29,40,49,80,6
Darren Till,12,54.016666666666666,2,0.0,0,347.0,2,2,2,0,705.0,2.091946929959889,226,119,234,0.07405121875964209,8,78,186,12,15,23,25,90,191,0.07405121875964209,10,0.35174328910829994,25,182,383,230,440,2,18,97,278,34,41,51,64,81,257,51,66,50,60,3
David Dvorak,3,15.0,0,0.0,2,73.0,0,0,0,0,91.0,4.466666666666667,133,92,161,0.0,1,35,86,24,37,8,10,51,107,0.9333333333333333,24,0.13333333333333333,2,45,97,60,112,3,11,25,69,12,17,8,11,35,82,8,10,2,5,1
Deiveson Figueiredo,14,64.4,6,0.24844720496894407,0,999.0,0,0,0,0,651.0,3.136645962732919,351,231,383,0.12422360248447203,14,154,285,45,63,3,3,115,227,0.3571428571428571,33,0.9937888198757763,91,206,435,281,522,10,27,129,319,29,50,48,66,144,330,36,56,26,49,7
Demian Maia,58,263.51666666666665,1,0.06830687496047057,5,6096.0,7,4,1,7,2236.0,1.825311491999241,1095,1077,1814,0.1669723610144836,153,368,942,89,123,24,30,234,754,0.2504585415217254,102,0.6868635759913985,239,512,1324,879,1737,14,36,338,1076,71,118,103,130,360,1094,43,68,109,162,15
Derek Brunson,31,130.96666666666667,5,0.03054212267752609,0,2268.0,5,5,0,0,87.0,3.542886230593026,969,770,1316,0.21379485874268261,89,301,742,75,111,88,116,321,758,0.511580554848562,102,0.5803003308729957,109,398,852,565,1030,0,16,210,584,127,170,61,98,294,714,67,92,37,46,10
Derrick Lewis,36,147.5,5,0.0,3,1314.0,4,2,6,2,2622.0,2.7932203389830508,815,452,861,0.04067796610169491,23,336,710,61,81,15,24,150,434,0.4135593220338983,99,1.3627118644067797,282,361,632,691,999,22,51,205,422,92,134,64,76,226,438,61,91,74,103,11
Diego Ferreira,12,48.983333333333334,2,0.061245321537938074,2,593.0,1,2,0,0,219.0,6.165362368152433,766,387,862,0.04083021435862538,13,218,635,59,102,25,29,234,672,0.2449812861517523,18,1.1432460020415107,76,170,428,190,449,3,12,132,368,23,42,15,18,158,398,5,9,7,21,5
Dominick Cruz,37,177.65,1,0.0,3,1492.0,2,2,3,2,435.0,3.7151702786377707,1906,890,2160,0.19701660568533633,69,456,1616,107,169,97,121,569,1743,0.22516183506895582,75,0.28708133971291866,88,390,1584,482,1682,6,41,250,1342,77,150,63,92,336,1487,47,87,7,10,8
Dominick Reyes,13,60.36666666666667,2,0.016565433462175594,0,222.0,1,0,0,0,417.0,4.605190502484815,561,303,591,0.016565433462175594,5,125,372,87,111,66,78,222,489,0.6460519050248481,44,0.2816123688569851,28,184,348,208,373,6,33,83,217,45,59,56,72,171,328,11,16,2,4,4
Donald Cerrone,83,372.98333333333335,18,0.07507037847982483,2,2563.0,12,6,5,0,2538.0,4.236114214218687,3398,1848,3704,0.07775146342553287,88,776,2365,395,556,409,477,1322,3006,0.3914384020733723,228,0.3002815139192993,164,1593,3377,1857,3713,28,100,920,2428,403,616,270,333,1342,2956,166,237,85,184,22
Drew Dober,25,107.68333333333334,3,0.009286488159727596,0,1370.0,5,0,4,2,1229.0,4.717535985141619,1256,693,1465,0.06500541711809317,38,338,1022,101,152,69,82,378,1072,0.7429190527782077,119,0.4643244079863798,65,450,1023,594,1182,12,29,318,855,102,133,30,35,364,896,60,88,26,39,7
Dustin Poirier,39,172.33333333333334,3,0.09284332688588007,4,1817.0,5,2,10,0,2155.0,5.837524177949709,2032,1189,2240,0.046421663442940034,42,791,1754,108,147,107,131,799,1710,0.9574468085106382,255,0.2437137330754352,67,828,1754,1039,1988,17,49,534,1365,169,243,125,146,673,1532,100,149,55,73,10
Edmen Shahbazyan,10,30.383333333333333,4,0.03291278113000549,0,639.0,1,0,0,0,230.0,3.850795392210642,227,125,236,0.29621503017004935,22,81,180,31,41,5,6,57,140,1.217772901810203,49,0.7569939659901261,38,131,261,163,295,5,12,91,207,22,30,18,24,72,178,22,35,37,48,5
Edson Barboza,54,242.66666666666666,12,0.008241758241758242,0,916.0,7,2,5,0,2333.0,3.8241758241758244,2149,979,2210,0.03296703296703297,18,400,1404,282,426,246,319,868,2058,0.11126373626373627,38,0.135989010989011,53,962,2445,1289,2816,18,81,722,2069,120,220,120,156,726,2105,19,35,217,305,14
Felice Herrig,18,84.81666666666666,0,0.05895067793279623,3,1514.0,3,0,4,5,1184.0,3.1951267439575557,763,444,962,0.08253094910591473,20,158,581,79,126,34,56,180,645,0.6484574572607585,70,0.4244448811161329,48,362,720,579,962,5,15,238,567,65,83,59,70,221,548,65,77,76,95,4
Francis Ngannou,15,55.43333333333333,3,0.03607937462417318,0,94.0,2,0,0,0,1017.0,1.767889356584486,299,120,324,0.0,1,80,271,11,20,7,8,75,264,0.1803968731208659,17,0.2345159350571257,18,127,233,264,389,9,25,67,152,23,35,37,46,89,182,10,14,28,37,6
Frankie Edgar,64,313.71666666666664,1,0.012750358603835735,2,3880.0,6,2,6,0,727.0,3.7964192742920897,3046,1589,3475,0.15300430324602882,149,773,2435,227,379,191,232,879,2576,0.2964458375391808,143,0.6980821335600065,327,867,2648,1069,2868,16,38,634,2303,135,222,98,123,787,2520,61,102,19,26,13
