,Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
5624,5722,KO/TKO,1,263,1,Alan Jouban,1,25,58%,26,0,,0,0,17.0,15,5,5,14,9,2,0,Seth Baczynski,0,25,38%,27,1,50%,0,0,43.0,23,2,0,15,8,2,2.0
5625,5724,Decision - Split,3,900,0,Charles Jourdain,1,62,44%,65,0,,0,0,14.0,26,15,21,61,0,1,1,Andre Fili,0,44,25%,52,5,83%,0,0,106.0,36,5,3,42,0,2,1.0
5626,5725,KO/TKO,2,572,1,Charles Jourdain,2,64,49%,75,0,,0,0,21.0,38,23,3,52,4,8,0,Dooho Choi,1,42,44%,44,0,,0,0,68.0,30,9,3,36,3,3,1.0
5627,5726,Decision - Unanimous,3,900,0,Charles Jourdain,0,55,37%,55,0,,0,0,0.0,11,14,30,54,1,0,1,Desmond Green,0,78,54%,85,4,100%,0,0,121.0,56,15,7,61,7,10,1.0
5628,5727,Submission,3,863,0,Mike Joy,1,9,32%,40,0,0%,0,0,30.0,5,3,1,7,1,1,1,Richard Crunkilton,0,24,54%,79,5,100%,1,1,733.0,15,4,5,11,0,13,1.0
5629,5728,Submission,1,298,1,Mike Joy,0,2,40%,7,1,50%,3,0,,0,2,0,1,1,0,0,Robert Densley,1,9,47%,29,0,,0,0,,9,0,0,0,2,7,1.0
5630,5729,KO/TKO,1,203,0,Tony Juarez,0,3,25%,6,1,100%,0,0,,2,1,0,0,0,3,1,Nate Diaz,0,35,61%,58,1,33%,0,0,,35,0,0,2,0,33,3.0
5631,5730,Submission,1,295,0,Jesse Juarez,0,9,45%,18,0,0%,0,0,158.0,7,1,1,0,3,6,1,Luke Stewart,0,2,25%,3,1,50%,2,0,68.0,1,0,1,1,0,1,4.0
5632,5731,KO/TKO,1,203,0,Steve Judson,0,14,51%,21,0,0%,0,0,18.0,11,3,0,0,14,0,1,Tedd Williams,1,9,47%,13,0,,0,0,42.0,5,4,0,1,8,0,1.0
5633,5732,KO/TKO,1,30,0,Steve Judson,0,0,,0,0,,0,0,1.0,0,0,0,0,0,0,1,Brad Kohler,1,3,100%,3,1,100%,0,0,8.0,3,0,0,1,2,0,1.0
5634,5733,Decision - Split,3,900,0,Luke Jumeau,0,24,25%,24,0,,0,0,0.0,17,1,6,24,0,0,1,Dhiego Lima,0,32,30%,49,2,33%,0,0,160.0,15,2,15,30,0,2,1.0
5635,5734,Decision - Unanimous,3,900,1,Luke Jumeau,0,63,48%,64,1,100%,0,0,13.0,35,11,17,58,2,3,0,Daichi Abe,0,63,36%,65,0,0%,0,0,17.0,43,7,13,47,8,8,1.0
5636,5735,Decision - Unanimous,3,900,0,Luke Jumeau,0,49,51%,53,0,,0,0,123.0,29,7,13,19,30,0,1,Shinsho Anzai,0,51,53%,97,1,8%,0,0,219.0,36,13,2,22,28,1,1.0
5637,5736,Decision - Unanimous,3,900,1,Luke Jumeau,0,40,48%,59,0,,0,0,98.0,27,9,4,31,9,0,0,Dominique Steele,0,44,53%,63,1,9%,0,0,340.0,25,15,4,23,12,9,1.0
5638,5737,Decision - Unanimous,5,1500,0,Chan Sung Jung,0,62,38%,64,0,,0,0,0.0,35,14,13,62,0,0,1,Brian Ortega,2,127,59%,129,3,30%,0,0,57.0,64,22,41,118,5,4,0.0
5639,5738,KO/TKO,1,198,1,Chan Sung Jung,1,46,76%,79,0,,0,0,0.0,46,0,0,8,0,38,0,Frankie Edgar,0,9,64%,9,0,0%,0,0,132.0,6,1,2,9,0,0,0.0
5640,5739,KO/TKO,1,58,1,Chan Sung Jung,1,16,66%,18,0,,0,0,26.0,15,0,1,3,0,13,0,Renato Moicano,0,0,0%,0,0,,0,0,0.0,0,0,0,0,0,0,0.0
5641,5740,KO/TKO,5,1499,0,Chan Sung Jung,0,126,40%,130,0,0%,0,0,60.0,111,9,6,114,12,0,1,Yair Rodriguez,1,119,43%,129,0,0%,0,0,19.0,59,24,36,113,6,0,0.0
5642,5741,KO/TKO,1,149,1,Chan Sung Jung,1,17,48%,19,0,0%,0,0,5.0,16,1,0,12,2,3,0,Dennis Bermudez,0,20,58%,24,0,0%,0,0,20.0,11,6,3,14,6,0,0.0
5643,5742,KO/TKO,4,1020,0,Chan Sung Jung,0,17,14%,42,0,,0,0,3.0,13,2,2,14,3,0,1,Jose Aldo,0,32,36%,43,5,83%,0,0,300.0,24,7,1,28,0,4,0.0
5644,5743,Submission,4,967,1,Chan Sung Jung,0,74,48%,149,4,100%,3,0,302.0,59,12,3,60,5,9,0,Dustin Poirier,0,56,44%,70,0,0%,0,2,231.0,44,1,11,55,1,0,0.0
5645,5744,KO/TKO,1,7,1,Chan Sung Jung,1,6,60%,6,0,,0,0,3.0,6,0,0,1,0,5,0,Mark Hominick,0,0,0%,0,0,,0,0,0.0,0,0,0,0,0,0,0.0
5646,5745,Submission,2,599,1,Chan Sung Jung,0,30,30%,47,1,50%,1,0,162.0,22,2,6,20,2,8,0,Leonard Garcia,0,15,17%,16,0,0%,0,0,0.0,10,2,3,13,2,0,0.0
5647,5746,KO/TKO,2,390,0,Chan Sung Jung,0,21,35%,23,0,,0,0,17.0,10,3,8,20,1,0,1,George Roop,1,45,48%,58,0,,0,0,6.0,30,9,6,45,0,0,0.0
5648,5747,Decision - Split,3,900,0,Chan Sung Jung,1,89,46%,106,0,,0,0,96.0,62,18,9,58,24,7,1,Leonard Garcia,0,64,34%,71,0,0%,0,0,79.0,42,13,9,53,10,1,0.0
5649,5749,KO/TKO,1,64,1,Da-Un Jung,1,5,50%,5,0,,0,0,2.0,5,0,0,1,0,4,0,Mike Rodriguez,0,4,50%,4,0,,0,0,0.0,0,2,2,4,0,0,3.0
5650,5750,Submission,3,719,1,Da-Un Jung,0,81,42%,86,0,0%,1,0,5.0,69,12,0,69,12,0,0,Khadis Ibragimov,0,88,52%,95,1,16%,0,0,190.0,83,4,1,70,18,0,3.0
5651,5751,Submission,1,199,0,Scott Junk,0,17,60%,30,0,,0,0,74.0,8,3,6,5,12,0,1,Christian Wellisch,0,6,54%,7,1,100%,2,0,48.0,0,4,2,0,6,0,2.0
5652,5752,Decision - Unanimous,3,900,0,Myles Jury,1,76,53%,81,0,,0,0,50.0,47,10,19,72,0,4,1,Andre Fili,0,98,43%,98,0,,0,0,0.0,65,9,24,98,0,0,4.0
5653,5753,KO/TKO,1,172,0,Myles Jury,0,3,25%,3,0,,0,0,0.0,0,1,2,3,0,0,1,Chad Mendes,1,17,62%,17,0,,0,0,26.0,16,0,1,2,0,15,4.0
5654,5754,Decision - Unanimous,3,900,1,Myles Jury,0,41,49%,56,2,66%,0,1,285.0,27,14,0,29,7,5,0,Rick Glenn,0,14,16%,29,0,0%,0,0,127.0,6,4,4,10,2,2,4.0
5655,5755,KO/TKO,1,210,1,Myles Jury,0,36,69%,44,1,100%,0,0,183.0,36,0,0,1,0,35,0,Mike de la Torre,0,0,0%,2,0,,0,0,0.0,0,0,0,0,0,0,4.0
5656,5756,Submission,1,185,0,Myles Jury,0,5,31%,5,0,,0,0,97.0,3,1,1,5,0,0,1,Charles Oliveira,0,5,50%,10,1,100%,1,0,11.0,0,3,2,5,0,0,4.0
5657,5757,Decision - Unanimous,3,900,0,Myles Jury,0,15,28%,17,1,14%,0,0,121.0,5,2,8,15,0,0,1,Donald Cerrone,0,37,44%,54,1,100%,2,1,221.0,6,4,27,29,1,7,4.0
5658,5758,KO/TKO,1,92,1,Myles Jury,1,10,43%,10,0,0%,0,0,5.0,7,1,2,4,0,6,0,Takanori Gomi,0,1,25%,1,0,,0,0,0.0,0,1,0,1,0,0,4.0
5659,5759,Decision - Unanimous,3,900,1,Myles Jury,0,46,38%,54,3,100%,0,0,187.0,35,3,8,40,2,4,0,Diego Sanchez,0,25,26%,37,0,,2,0,49.0,10,12,3,21,3,1,4.0
5660,5760,Decision - Split,3,900,1,Myles Jury,0,22,30%,29,4,66%,0,1,351.0,8,2,12,20,2,0,0,Mike Ricci,0,25,25%,31,0,,0,2,46.0,13,8,4,14,1,10,4.0
5661,5761,KO/TKO,2,362,1,Myles Jury,1,5,20%,14,2,100%,0,1,137.0,3,1,1,3,0,2,0,Ramsey Nijem,0,6,21%,10,1,100%,0,1,139.0,3,2,1,5,0,1,4.0
5662,5762,Decision - Unanimous,3,900,1,Myles Jury,0,56,46%,125,3,50%,1,0,630.0,48,0,8,10,2,44,0,Michael Johnson,0,6,14%,10,0,,0,0,0.0,2,1,3,5,1,0,4.0
5663,5763,Submission,1,243,1,Myles Jury,0,12,24%,12,0,,1,0,0.0,5,2,5,12,0,0,0,Chris Saunders,0,6,22%,6,1,100%,0,0,36.0,1,0,5,6,0,0,4.0
5664,5764,Decision - Unanimous,3,900,1,Cristiane Justino,0,122,56%,138,0,,0,0,112.0,59,43,20,81,34,7,0,Felicia Spencer,0,38,44%,64,0,0%,0,0,214.0,21,9,8,31,3,4,2.0
5665,5765,KO/TKO,1,51,0,Cristiane Justino,0,3,20%,3,0,0%,0,0,0.0,1,2,0,3,0,0,1,Amanda Nunes,2,13,61%,13,0,,0,0,1.0,12,0,1,12,1,0,2.0
5666,5766,KO/TKO,1,205,1,Cristiane Justino,0,33,76%,42,1,100%,0,0,21.0,22,11,0,10,8,15,0,Yana Kunitskaya,0,5,45%,17,1,25%,0,0,141.0,2,1,2,3,1,1,2.0
5667,5767,Decision - Unanimous,5,1500,1,Cristiane Justino,0,118,52%,131,0,,0,0,44.0,70,29,19,101,17,0,0,Holly Holm,0,44,19%,48,0,,0,0,204.0,33,8,3,43,1,0,2.0
5668,5768,KO/TKO,3,716,1,Cristiane Justino,1,74,51%,75,0,0%,0,0,40.0,38,15,21,58,11,5,0,Tonya Evinger,0,32,37%,34,1,25%,0,0,48.0,13,9,10,28,4,0,2.0
5669,5769,KO/TKO,2,449,1,Cristiane Justino,0,84,66%,100,2,100%,0,0,344.0,49,32,3,26,31,27,0,Lina Lansberg,0,14,60%,24,0,0%,0,0,25.0,2,11,1,1,13,0,2.0
5670,5770,KO/TKO,1,81,1,Cristiane Justino,1,26,65%,30,0,,0,0,12.0,21,4,1,18,0,8,0,Leslie Smith,0,2,22%,3,0,,0,0,0.0,2,0,0,2,0,0,2.0
5671,5772,KO/TKO,2,476,1,Cristiane Justino,3,89,53%,127,0,,0,0,346.0,66,20,3,31,23,35,0,Jan Finney,0,16,25%,29,0,0%,0,0,0.0,14,2,0,12,4,0,2.0
5672,5773,KO/TKO,3,820,1,Cristiane Justino,0,52,38%,91,1,100%,0,0,515.0,35,7,10,27,7,18,0,Marloes Coenen,0,19,47%,30,0,0%,0,0,62.0,8,3,8,15,4,0,2.0
5673,5774,KO/TKO,1,299,1,Cristiane Justino,0,40,48%,50,0,0%,2,0,124.0,31,5,4,12,14,14,0,Gina Carano,0,14,42%,19,0,0%,0,0,42.0,12,0,2,8,0,6,2.0
5674,5775,KO/TKO,3,635,1,Cristiane Justino,1,41,45%,53,1,100%,0,0,186.0,34,3,4,14,13,14,0,Hitomi Akano,0,5,41%,5,0,0%,0,0,0.0,1,3,1,5,0,0,2.0
5675,5776,KO/TKO,2,450,1,Patrick Kaase,0,33,67%,68,0,,0,2,,33,0,0,3,0,30,0,Jarrod Kwitty,0,4,50%,16,4,50%,1,0,,2,1,1,1,1,2,2.0
5676,5777,Submission,2,553,0,Emily Kagan,0,22,27%,49,1,11%,0,0,277.0,17,4,1,19,3,0,1,Kailin Curran,0,21,42%,32,1,100%,2,0,74.0,8,12,1,14,7,0,4.0
5677,5778,Decision - Unanimous,3,900,0,Emily Kagan,0,41,45%,60,2,16%,0,0,336.0,15,11,15,26,15,0,1,Angela Hill,1,107,67%,140,0,0%,0,1,261.0,68,31,8,32,68,7,4.0
5678,5779,Decision - Split,3,900,0,Sirwan Kakai,0,55,48%,62,3,33%,0,0,115.0,29,13,13,47,8,0,1,Frankie Saenz,0,80,43%,91,1,16%,1,0,161.0,48,23,9,45,31,4,1.0
5679,5780,Decision - Unanimous,3,900,1,Sirwan Kakai,1,52,35%,85,5,50%,0,0,318.0,48,4,0,32,17,3,0,Danny Martinez,0,59,32%,62,0,,0,0,7.0,35,24,0,45,14,0,1.0
5680,5781,KO/TKO,1,357,1,Geza Kalman,0,21,58%,48,0,0%,1,1,,9,7,5,0,18,3,0,Dieusel Berto,0,3,60%,9,0,0%,0,0,,3,0,0,0,3,0,4.0
5681,5782,KO/TKO,1,19,0,Bryson Kamaka,0,3,60%,3,0,,0,0,,2,1,0,1,2,0,1,Luke Stewart,1,4,100%,4,0,0%,0,0,,3,0,1,1,2,1,3.0
5682,5783,Decision - Unanimous,3,900,1,Kai Kamaka,0,114,61%,138,5,100%,0,0,309.0,49,64,1,90,22,2,0,Tony Kelley,0,114,50%,185,0,0%,0,0,0.0,63,35,16,76,38,0,3.0
5683,5784,KO/TKO,4,954,0,Martin Kampmann,0,35,36%,43,6,40%,0,0,323.0,29,6,0,25,6,4,1,Carlos Condit,1,100,42%,147,0,0%,2,1,76.0,68,15,17,81,17,2,1.0
5684,5785,KO/TKO,1,46,0,Martin Kampmann,0,0,0%,0,0,,0,0,0.0,0,0,0,0,0,0,1,Johny Hendricks,1,3,42%,3,0,,0,0,2.0,3,0,0,2,0,1,1.0
5685,5786,KO/TKO,2,400,1,Martin Kampmann,1,13,41%,16,0,0%,0,0,29.0,10,3,0,6,6,1,0,Jake Ellenberger,1,19,38%,27,0,,0,0,248.0,15,2,2,13,4,2,1.0
5686,5787,Submission,3,852,1,Martin Kampmann,0,47,39%,57,1,14%,1,1,149.0,34,13,0,39,8,0,0,Thiago Alves,0,62,52%,90,2,66%,0,0,151.0,42,11,9,60,1,1,1.0
5687,5788,Decision - Split,3,900,1,Martin Kampmann,0,38,25%,55,3,33%,1,0,295.0,34,4,0,29,5,4,0,Rick Story,0,61,35%,73,1,33%,0,0,37.0,39,22,0,47,14,0,1.0
5688,5789,Decision - Unanimous,3,900,0,Martin Kampmann,1,77,38%,79,0,,0,0,22.0,72,4,1,59,18,0,1,Diego Sanchez,0,51,25%,51,1,6%,0,0,98.0,41,8,2,31,20,0,1.0
5689,5790,Decision - Split,3,900,0,Martin Kampmann,0,35,64%,57,0,,3,0,195.0,18,17,0,8,20,7,1,Jake Shields,0,25,54%,53,4,26%,0,0,448.0,9,9,7,21,2,2,1.0
5690,5791,Decision - Unanimous,3,900,1,Martin Kampmann,0,24,40%,47,1,33%,3,0,419.0,19,3,2,14,5,5,0,Paulo Thiago,0,13,32%,17,1,11%,1,1,93.0,8,2,3,9,2,2,1.0
5691,5792,Submission,1,243,1,Martin Kampmann,1,14,41%,24,0,,1,0,104.0,14,0,0,7,0,7,0,Jacob Volkmann,0,13,36%,14,0,,0,0,2.0,12,1,0,11,2,0,1.0
5692,5793,KO/TKO,1,151,0,Martin Kampmann,0,12,34%,12,0,0%,0,0,20.0,9,3,0,8,4,0,1,Paul Daley,0,27,42%,29,0,,0,0,0.0,25,2,0,19,8,0,1.0
5693,5794,Decision - Split,3,900,1,Martin Kampmann,0,26,42%,52,5,100%,6,2,468.0,20,6,0,8,7,11,0,Carlos Condit,0,35,40%,71,3,75%,3,0,190.0,20,13,2,21,6,8,1.0
5694,5795,KO/TKO,2,489,1,Martin Kampmann,1,33,63%,51,0,0%,2,0,186.0,26,6,1,4,6,23,0,Alexandre Barros,0,8,40%,13,1,50%,0,0,135.0,1,1,6,4,3,1,1.0
5695,5796,KO/TKO,1,82,0,Martin Kampmann,0,1,14%,2,0,,0,0,8.0,1,0,0,0,1,0,1,Nate Marquardt,1,22,61%,27,0,,0,0,11.0,19,3,0,3,17,2,1.0
5696,5797,Submission,1,164,1,Martin Kampmann,0,4,44%,17,1,100%,2,0,127.0,2,2,0,1,1,2,0,Jorge Rivera,0,2,33%,3,0,,1,0,3.0,0,0,2,2,0,0,1.0
5697,5798,Submission,1,246,1,Martin Kampmann,0,15,46%,30,1,100%,1,0,122.0,9,6,0,9,2,4,0,Drew McFedries,1,16,48%,17,0,,0,0,11.0,16,0,0,11,1,4,1.0
5698,5799,Decision - Unanimous,3,900,1,Martin Kampmann,1,101,50%,109,0,,0,0,100.0,74,14,13,79,20,2,0,Thales Leites,1,46,26%,53,1,8%,0,0,151.0,37,7,2,36,7,3,1.0
5699,5800,Submission,1,179,1,Martin Kampmann,0,19,73%,28,1,100%,1,0,150.0,19,0,0,3,1,15,0,Crafton Wallace,0,1,11%,1,0,,0,0,0.0,0,0,1,1,0,0,1.0
5700,5801,Submission,1,256,0,Bharat Kandare,0,3,10%,3,0,0%,0,0,0.0,1,0,2,3,0,0,1,Song Yadong,1,8,27%,9,0,,1,0,8.0,6,1,1,7,0,1,1.0
5701,5802,Submission,2,429,0,Masanori Kanehara,0,15,88%,77,2,100%,1,0,350.0,4,11,0,3,0,12,1,Michael McDonald,0,5,38%,6,0,,2,0,12.0,4,0,1,5,0,0,4.0
5702,5803,Decision - Split,3,900,0,Masanori Kanehara,0,24,54%,136,0,,0,1,282.0,12,10,2,23,1,0,1,Rani Yahya,0,24,35%,26,4,36%,2,0,319.0,14,2,8,21,3,0,4.0
5703,5804,Decision - Unanimous,3,900,1,Masanori Kanehara,0,32,46%,102,2,50%,2,0,452.0,29,0,3,20,11,1,0,Alex Caceres,0,24,30%,33,0,,0,1,36.0,14,5,5,20,4,0,4.0
5704,5805,KO/TKO,2,564,0,Denis Kang,1,11,20%,27,0,0%,0,0,224.0,8,2,1,6,0,5,1,Michael Bisping,0,29,34%,50,3,100%,1,0,85.0,24,3,2,12,2,15,4.0
5705,5806,Decision - Unanimous,3,900,1,Denis Kang,0,31,47%,103,5,83%,1,0,480.0,25,6,0,9,3,19,0,Xavier Foupa-Pokam,0,23,43%,32,0,,0,1,6.0,8,12,3,18,4,1,4.0
5706,5807,Submission,2,576,0,Denis Kang,0,26,47%,54,3,60%,1,0,343.0,17,7,2,16,3,7,1,Alan Belcher,0,9,32%,9,0,,1,0,20.0,3,2,4,8,1,0,4.0
5707,5808,Decision - Split,3,900,1,Kyung Ho Kang,0,20,50%,108,3,42%,0,0,743.0,17,2,1,8,0,12,0,Pingyuan Liu,0,25,47%,114,0,,0,0,17.0,16,2,7,8,0,17,4.0
5708,5809,Decision - Split,3,900,1,Kyung Ho Kang,1,50,49%,120,3,50%,0,0,381.0,46,1,3,42,0,8,0,Brandon Davis,0,77,41%,114,1,100%,0,0,24.0,32,17,28,62,4,11,4.0
5709,5810,Submission,1,239,1,Kyung Ho Kang,1,26,44%,30,1,100%,1,0,74.0,19,7,0,15,11,0,0,Teruto Ishihara,1,17,36%,18,0,,0,0,12.0,12,1,4,11,6,0,4.0
5710,5811,Decision - Split,3,900,0,Kyung Ho Kang,0,65,41%,101,1,50%,0,0,127.0,38,6,21,60,0,5,1,Ricardo Ramos,0,54,36%,63,1,50%,1,0,58.0,40,6,8,50,1,3,4.0
5711,5812,Submission,1,293,1,Kyung Ho Kang,0,3,27%,28,1,50%,1,0,38.0,3,0,0,1,1,1,0,Guido Cannetti,0,19,48%,22,1,50%,0,0,87.0,12,4,3,9,5,5,4.0
5712,5813,Decision - Split,3,900,1,Kyung Ho Kang,0,21,31%,42,0,,2,1,326.0,15,3,3,16,2,3,0,Michinori Tanaka,0,22,36%,39,3,33%,0,4,346.0,20,2,0,9,2,11,4.0
5713,5814,Submission,3,833,1,Kyung Ho Kang,0,65,69%,144,2,100%,4,1,495.0,59,1,5,7,1,57,0,Shunichi Shimizu,0,2,33%,5,0,0%,0,1,109.0,0,0,2,2,0,0,4.0
5714,5815,Decision - Unanimous,3,900,0,Kyung Ho Kang,0,18,25%,117,3,100%,0,1,558.0,14,4,0,4,0,14,1,Chico Camus,0,28,40%,68,0,0%,1,2,148.0,27,0,1,9,4,15,4.0
5715,5817,Decision - Split,3,900,0,David Kaplan,0,50,47%,98,5,35%,0,0,314.0,10,5,35,48,1,1,1,George Roop,0,62,27%,133,0,,0,0,0.0,47,7,8,57,3,2,1.0
5716,5818,Submission,2,392,0,David Kaplan,0,12,41%,14,2,100%,1,1,60.0,5,3,4,8,4,0,1,Junie Browning,0,31,49%,38,2,100%,2,1,186.0,21,5,5,25,3,3,1.0
5717,5819,Submission,2,348,0,Kai Kara-France,1,22,57%,22,0,0%,0,0,91.0,12,1,9,21,1,0,1,Brandon Royval,2,39,54%,51,0,,1,0,91.0,27,7,5,34,4,1,2.0
5718,5820,Decision - Unanimous,3,900,1,Kai Kara-France,0,78,30%,78,0,0%,0,0,17.0,51,9,18,72,5,1,0,Tyson Nam,0,50,32%,52,0,0%,0,0,53.0,34,11,5,48,2,0,2.0
5719,5821,Decision - Unanimous,3,900,0,Kai Kara-France,0,82,35%,82,0,,0,0,0.0,57,10,15,82,0,0,1,Brandon Moreno,0,91,32%,91,0,,0,0,0.0,78,12,1,91,0,0,2.0
5720,5822,Decision - Unanimous,3,900,1,Kai Kara-France,1,91,47%,93,1,100%,0,0,20.0,58,9,24,85,2,4,0,Mark De La Rosa,0,60,30%,63,1,14%,0,0,72.0,51,4,5,58,2,0,2.0
5721,5823,Decision - Split,3,900,1,Kai Kara-France,0,58,34%,60,2,28%,0,0,20.0,33,17,8,55,1,2,0,Raulian Paiva,0,67,36%,71,0,0%,1,0,100.0,36,21,10,61,1,5,2.0
5722,5824,Decision - Unanimous,3,900,1,Kai Kara-France,1,86,48%,157,0,,0,1,570.0,74,9,3,33,0,53,0,Elias Garcia,1,16,21%,20,1,14%,2,1,28.0,13,1,2,15,1,0,2.0
5723,5825,Submission,2,395,0,Alex Karalexis,0,9,32%,12,3,42%,0,0,166.0,6,0,3,4,2,3,1,Anthony Pettis,0,16,47%,26,0,,1,0,3.0,7,2,7,15,1,0,4.0
5724,5826,KO/TKO,1,259,1,Alex Karalexis,0,17,60%,27,1,100%,0,0,,16,0,1,3,1,13,0,Greg McIntyre,0,8,57%,12,1,14%,0,0,,2,4,2,3,5,0,4.0
5725,5827,KO/TKO,2,371,0,Alex Karalexis,0,23,26%,24,0,0%,0,0,5.0,13,0,10,19,4,0,1,Bart Palaszewski,2,26,32%,33,0,,0,0,30.0,16,2,8,17,7,2,4.0
5726,5828,KO/TKO,2,386,0,Alex Karalexis,0,3,37%,6,1,25%,2,0,168.0,1,0,2,2,1,0,1,Ed Ratcliff,2,29,54%,42,0,0%,0,0,97.0,26,1,2,11,1,17,4.0
5727,5829,Decision - Majority,3,900,1,Alex Karalexis,0,21,45%,102,3,42%,0,0,673.0,11,3,7,8,3,10,0,Josh Smith,0,11,28%,32,0,0%,2,0,22.0,5,4,2,6,5,0,4.0
5728,5830,TKO - Doctor's Stoppage,2,533,1,Alex Karalexis,0,48,51%,91,3,100%,0,0,380.0,44,4,0,7,2,39,0,Olaf Alfonso,0,5,23%,12,0,,0,0,0.0,2,1,2,3,2,0,4.0
5729,5831,Decision - Unanimous,3,900,1,Alex Karalexis,0,51,65%,128,3,60%,0,1,,48,3,0,3,27,21,0,Thomas Denny,0,37,69%,58,2,13%,3,1,,26,9,2,9,20,8,4.0
5730,5832,Submission,3,677,0,Alex Karalexis,0,18,30%,35,1,20%,3,0,134.0,14,2,2,6,10,2,1,Jason Von Flue,0,28,41%,50,0,0%,2,0,199.0,18,10,0,13,15,0,4.0
5731,5833,TKO - Doctor's Stoppage,2,472,0,Alex Karalexis,0,18,27%,27,0,,0,0,65.0,15,3,0,5,12,1,1,Kenny Florian,0,38,55%,42,1,50%,0,0,40.0,18,19,1,18,20,0,4.0
5732,5834,KO/TKO,1,100,1,Alex Karalexis,0,6,50%,12,0,,0,0,63.0,6,0,0,0,0,6,0,Josh Rafferty,0,1,33%,2,0,0%,1,0,0.0,0,1,0,1,0,0,4.0
5733,5835,KO/TKO,2,423,0,Impa Kasanganay,0,28,35%,31,0,,0,0,0.0,17,5,6,28,0,0,1,Joaquin Buckley,1,29,30%,29,1,50%,0,0,63.0,19,5,5,25,2,2,1.0
5734,5836,Decision - Unanimous,3,900,1,Impa Kasanganay,0,85,42%,86,0,0%,0,0,15.0,68,12,5,82,3,0,0,Maki Pitolo,0,71,41%,72,0,,0,0,16.0,54,13,4,71,0,0,1.0
5735,5837,KO/TKO,2,599,0,Nadia Kassem,0,45,34%,53,1,50%,0,0,63.0,9,31,5,40,4,1,1,Ji Yeon Kim,1,80,44%,83,0,,0,0,10.0,64,12,4,74,5,1,1.0
5736,5838,Submission,2,457,0,Nadia Kassem,0,5,71%,15,0,,0,0,50.0,1,1,3,3,1,1,1,Montana De La Rosa,0,21,60%,79,2,66%,3,0,382.0,20,1,0,7,0,14,1.0
5737,5839,Decision - Unanimous,3,900,1,Nadia Kassem,0,52,49%,134,0,0%,6,2,88.0,25,17,10,36,11,5,0,Alex Chambers,0,45,64%,79,4,57%,0,0,463.0,28,10,7,29,2,14,1.0
5738,5840,KO/TKO,2,426,0,Yusuke Kasuya,0,4,40%,7,1,50%,0,1,99.0,2,2,0,3,1,0,1,Alexander Volkanovski,0,50,65%,55,3,100%,0,1,261.0,47,2,1,2,3,45,1.0
5739,5841,Decision - Unanimous,3,900,0,Yusuke Kasuya,0,44,44%,44,1,25%,0,0,3.0,20,15,9,43,1,0,1,Nick Hein,0,46,41%,50,0,,0,1,2.0,33,5,8,45,1,0,1.0
5740,5842,Decision - Unanimous,3,900,0,Tetsuji Kato,0,28,27%,34,1,50%,0,0,,16,6,6,26,2,0,1,Gilbert Melendez,1,52,27%,93,1,20%,0,0,,49,2,1,42,3,7,1.0
5741,5843,Decision - Unanimous,3,900,0,Brad Katona,0,21,35%,40,3,25%,0,0,382.0,18,2,1,17,4,0,1,Hunter Azure,0,41,34%,55,0,0%,0,1,29.0,25,11,5,33,6,2,1.0
5742,5844,Decision - Unanimous,3,900,0,Brad Katona,0,32,57%,43,0,,0,0,36.0,21,4,7,17,12,3,1,Merab Dvalishvili,0,55,53%,215,5,55%,0,0,513.0,43,6,6,24,4,27,1.0
5743,5845,Decision - Unanimous,3,900,1,Brad Katona,0,76,48%,86,0,0%,0,0,13.0,40,12,24,67,4,5,0,Matthew Lopez,0,69,48%,79,4,66%,1,0,55.0,41,17,11,65,3,1,1.0
5744,5846,Decision - Unanimous,3,900,1,Brad Katona,0,71,63%,117,2,28%,0,0,499.0,42,8,21,50,0,21,0,Jay Cucciniello,0,14,21%,18,0,0%,0,0,0.0,8,5,1,13,1,0,1.0
5745,5847,Decision - Unanimous,5,1500,1,Calvin Kattar,0,105,40%,107,1,100%,0,0,66.0,70,19,16,95,1,9,0,Dan Ige,0,84,38%,87,0,0%,0,0,3.0,37,30,17,82,2,0,3.0
5746,5848,KO/TKO,2,469,1,Calvin Kattar,1,52,46%,52,0,0%,0,0,6.0,32,12,8,47,1,4,0,Jeremy Stephens,0,57,54%,57,0,,0,0,6.0,24,9,24,56,1,0,3.0
5747,5849,Decision - Unanimous,3,900,0,Calvin Kattar,0,80,37%,127,0,,0,0,0.0,61,11,8,71,0,9,1,Zabit Magomedsharipov,0,96,38%,100,1,25%,0,0,52.0,46,14,36,95,0,1,3.0
5748,5850,KO/TKO,1,246,1,Calvin Kattar,1,22,53%,22,0,,0,0,2.0,11,11,0,16,2,4,0,Ricardo Lamas,0,12,41%,12,0,0%,0,0,0.0,2,4,6,12,0,0,3.0
