,Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
2023,2062,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,73,67%,200,3,100%,4,0,636.0,55,12,6,22,4,47,0,Antonina Shevchenko,0,25,39%,37,0,,0,0,0.0,14,6,5,21,4,0,1.0
2024,2063,KO/TKO,3,663,0,Katlyn Chookagian,0,17,30%,27,0,,0,0,0.0,0,5,12,17,0,0,1,Valentina Shevchenko,0,40,61%,57,3,100%,0,0,212.0,26,3,11,23,0,17,1.0
2025,2064,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,73,40%,109,0,0%,0,0,0.0,45,15,13,73,0,0,0,Jennifer Maia,0,58,25%,74,1,50%,0,0,151.0,31,5,22,57,1,0,1.0
2026,2065,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,82,37%,108,0,0%,0,0,0.0,50,20,12,78,3,1,0,Joanne Calderwood,0,112,42%,141,3,75%,0,0,129.0,24,19,69,104,7,1,1.0
2027,2066,Decision - Split,3,900,0,Katlyn Chookagian,0,65,32%,70,0,,0,0,50.0,51,9,5,49,8,8,1,Jessica Eye,0,81,42%,83,0,0%,0,0,20.0,39,24,18,70,11,0,1.0
2028,2067,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,62,30%,62,0,,0,0,0.0,50,9,3,61,1,0,0,Alexis Davis,0,70,34%,77,1,50%,0,0,19.0,24,10,36,66,4,0,1.0
2029,2068,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,68,26%,71,0,0%,1,0,0.0,37,22,9,63,5,0,0,Mara Romero Borella,0,79,37%,80,1,33%,0,0,35.0,46,3,30,78,1,0,1.0
2030,2069,Decision - Split,3,900,1,Katlyn Chookagian,0,105,38%,106,0,0%,0,0,18.0,47,27,31,100,5,0,0,Irene Aldana,0,84,37%,85,0,,0,0,0.0,47,9,28,78,6,0,1.0
2031,2070,Decision - Split,3,900,0,Katlyn Chookagian,1,22,19%,64,0,,0,0,10.0,11,5,6,17,3,2,1,Liz Carmouche,0,27,42%,49,4,57%,0,0,456.0,6,5,16,21,2,4,1.0
2032,2071,Decision - Unanimous,3,900,1,Katlyn Chookagian,0,45,32%,67,0,0%,0,0,7.0,27,8,10,42,3,0,0,Lauren Murphy,0,38,26%,87,1,25%,0,0,342.0,28,3,7,29,4,5,1.0
2033,2072,KO/TKO,2,447,0,Will Chope,0,33,27%,34,0,0%,0,0,61.0,23,2,8,28,5,0,1,Max Holloway,2,74,53%,79,0,,0,0,16.0,58,14,2,30,41,3,3.0
2034,2073,KO/TKO,1,29,0,Joachim Christensen,0,1,33%,1,0,0%,0,0,0.0,1,0,0,1,0,0,1,Dominick Reyes,1,13,81%,13,0,,0,0,6.0,10,2,1,7,0,6,3.0
2035,2074,Submission,1,141,0,Joachim Christensen,0,1,33%,1,0,,0,0,0.0,1,0,0,1,0,0,1,Gadzhimurad Antigulov,0,2,50%,7,1,100%,1,0,119.0,1,0,1,1,0,1,3.0
2036,2075,KO/TKO,3,725,1,Joachim Christensen,1,41,43%,139,0,0%,0,0,332.0,24,15,2,20,15,6,0,Bojan Mihajlovic,0,22,40%,31,0,,0,0,66.0,6,8,8,17,5,0,3.0
2037,2076,Submission,2,583,0,Joachim Christensen,1,50,40%,96,0,,0,0,168.0,42,4,4,27,11,12,1,Henrique da Silva,0,44,57%,53,0,,1,1,173.0,17,23,4,25,16,3,3.0
2038,2077,Decision - Unanimous,3,900,0,Dan Christison,0,48,56%,84,0,,1,0,192.0,26,8,14,22,20,6,1,Frank Mir,0,53,59%,111,3,50%,0,0,472.0,19,30,4,7,25,21,1.0
2039,2078,Submission,3,817,1,Dan Christison,0,73,49%,91,0,,1,1,108.0,39,10,24,56,16,1,0,Brad Imes,0,58,36%,80,2,100%,0,1,218.0,48,8,2,31,16,11,1.0
2040,2079,Submission,3,760,0,Anthony Christodoulou,0,31,27%,44,0,,0,0,46.0,23,6,2,24,7,0,1,Scott Holtzman,0,71,51%,96,1,33%,1,0,254.0,43,17,11,52,19,0,1.0
2041,2080,KO/TKO,2,338,0,Anthony Christodoulou,0,9,23%,9,0,0%,0,0,0.0,6,0,3,9,0,0,1,Mairbek Taisumov,0,37,62%,37,2,100%,0,0,61.0,26,5,6,28,1,8,1.0
2042,2081,KO/TKO,1,288,0,Mike Ciesnolevicz,0,3,50%,3,0,0%,0,0,0.0,3,0,0,3,0,0,1,Tomasz Drwal,1,27,44%,37,4,80%,0,0,163.0,26,0,1,6,9,12,1.0
2043,2082,Submission,1,63,1,Mike Ciesnolevicz,0,0,,0,0,0%,2,0,0.0,0,0,0,0,0,0,0,Neil Grove,0,0,0%,2,0,,1,0,22.0,0,0,0,0,0,0,1.0
2044,2083,Submission,2,393,0,Hannah Cifers,1,49,49%,75,0,,0,0,86.0,35,10,4,30,15,4,1,Mallory Martin,0,22,57%,48,1,50%,1,0,74.0,21,1,0,17,0,5,3.0
2045,2084,Submission,1,162,0,Hannah Cifers,0,11,34%,14,0,,0,0,30.0,4,3,4,7,4,0,1,Mariya Agapova,1,29,55%,36,0,,1,0,24.0,20,8,1,19,10,0,3.0
2046,2085,Submission,1,156,0,Hannah Cifers,0,7,26%,11,0,,0,0,24.0,3,3,1,3,4,0,1,Mackenzie Dern,0,5,23%,5,0,0%,1,0,0.0,2,1,2,5,0,0,3.0
2047,2086,KO/TKO,2,566,0,Hannah Cifers,0,46,42%,50,0,,0,0,0.0,16,12,18,43,3,0,1,Angela Hill,0,70,45%,80,1,100%,0,0,186.0,57,12,1,38,3,29,3.0
2048,2087,Decision - Unanimous,3,900,1,Hannah Cifers,0,70,42%,112,1,100%,1,0,11.0,39,12,19,61,7,2,0,Jodie Esquibel,0,43,33%,69,3,37%,0,0,195.0,29,14,0,36,5,2,3.0
2049,2088,Decision - Split,3,900,1,Hannah Cifers,1,67,43%,91,0,,0,0,278.0,21,31,15,54,8,5,0,Polyana Viana,0,77,44%,125,0,,0,0,0.0,29,28,20,65,8,4,3.0
2050,2089,KO/TKO,2,421,0,Hannah Cifers,0,41,59%,60,0,,0,0,28.0,10,19,12,17,24,0,1,Maycee Barber,0,68,70%,78,1,20%,0,0,213.0,46,16,6,20,25,23,3.0
2051,2090,Submission,1,218,1,Misha Cirkunov,0,6,60%,22,1,50%,1,2,150.0,4,2,0,1,2,3,0,Jimmy Crute,0,21,60%,28,0,,0,1,44.0,19,2,0,2,4,15,2.0
2052,2091,KO/TKO,1,36,0,Misha Cirkunov,0,1,50%,1,0,,0,0,0.0,0,0,1,1,0,0,1,Johnny Walker,1,4,50%,4,0,,0,0,4.0,4,0,0,1,0,3,2.0
2053,2092,Submission,1,160,1,Misha Cirkunov,0,11,61%,65,1,100%,2,0,39.0,2,9,0,1,9,1,0,Patrick Cummins,0,3,60%,6,0,0%,0,0,86.0,0,3,0,0,3,0,2.0
2054,2093,KO/TKO,1,165,0,Misha Cirkunov,0,21,48%,23,0,,0,0,11.0,15,4,2,14,7,0,1,Glover Teixeira,0,13,61%,13,1,100%,1,0,44.0,12,1,0,2,0,11,2.0
2055,2094,KO/TKO,1,28,0,Misha Cirkunov,0,9,47%,9,0,,0,0,0.0,7,2,0,9,0,0,1,Volkan Oezdemir,1,5,71%,5,0,,0,0,2.0,5,0,0,3,0,2,2.0
2056,2095,Submission,1,278,1,Misha Cirkunov,0,8,44%,13,2,66%,1,1,40.0,6,2,0,6,2,0,0,Nikita Krylov,0,16,55%,26,1,50%,0,0,93.0,5,6,5,12,4,0,2.0
2057,2096,Submission,3,682,1,Misha Cirkunov,0,44,46%,55,1,33%,1,0,73.0,36,7,1,35,9,0,0,Ion Cutelaba,0,24,20%,25,0,0%,0,0,9.0,12,7,5,20,3,1,2.0
2058,2097,Submission,2,388,1,Misha Cirkunov,0,32,50%,66,3,50%,1,0,128.0,23,6,3,18,12,2,0,Alex Nicholson,0,16,31%,16,0,,0,0,0.0,10,1,5,15,1,0,2.0
2059,2098,KO/TKO,1,285,1,Misha Cirkunov,0,24,82%,62,3,75%,0,0,175.0,20,4,0,6,1,17,0,Daniel Jolly,0,6,42%,10,0,,0,0,29.0,1,4,1,5,1,0,2.0
2060,2099,Submission,1,70,0,Laverne Clark,0,1,50%,1,0,,0,0,24.0,1,0,0,1,0,0,1,Fabiano Iha,0,1,33%,1,1,100%,2,0,7.0,0,0,1,1,0,0,4.0
2061,2100,Decision - Majority,3,900,1,Laverne Clark,0,13,28%,138,0,,0,2,315.0,4,9,0,3,4,6,0,Koji Oishi,0,1,25%,13,3,27%,0,0,305.0,1,0,0,0,0,1,4.0
2062,2101,TKO - Doctor's Stoppage,1,81,1,Laverne Clark,1,6,100%,6,0,,0,0,,3,3,0,3,1,2,0,Fabiano Iha,0,0,0%,0,0,,2,0,,0,0,0,0,0,0,4.0
2063,2102,KO/TKO,1,412,1,Laverne Clark,0,15,50%,35,2,100%,0,0,,13,2,0,1,0,14,0,Frank Caracci,0,0,0%,0,0,0%,1,0,,0,0,0,0,0,0,4.0
2064,2103,KO/TKO,1,277,1,Logan Clark,0,23,52%,39,0,,0,1,78.0,19,4,0,5,4,14,0,Scott Harper,0,6,54%,8,1,100%,0,0,109.0,3,1,2,5,0,1,4.0
2065,2104,Decision - Unanimous,3,900,0,Logan Clark,0,11,37%,94,1,100%,4,0,46.0,10,1,0,5,3,3,1,Eric Schambari,0,25,38%,69,3,60%,0,0,776.0,22,3,0,4,0,21,4.0
2066,2105,KO/TKO,3,863,1,Logan Clark,0,34,49%,142,0,,1,0,391.0,24,9,1,2,20,12,0,Blas Avena,0,24,52%,35,2,100%,0,0,333.0,15,5,4,9,6,9,4.0
2067,2106,Decision - Unanimous,3,900,1,Logan Clark,0,40,72%,183,0,,2,1,229.0,27,11,2,2,14,24,0,Steve Byrnes,0,18,51%,45,3,60%,4,1,538.0,16,2,0,1,3,14,4.0
2068,2107,TKO - Doctor's Stoppage,2,600,1,Mychal Clark,0,58,56%,78,0,0%,0,1,,39,14,5,40,12,6,0,Josh Bennett,0,29,40%,90,1,100%,0,0,,22,7,0,11,17,1,2.0
2069,2108,Decision - Unanimous,3,900,0,Heather Clark,0,40,45%,74,0,0%,0,0,138.0,17,16,7,26,14,0,1,Alexa Grasso,0,65,48%,120,1,50%,0,0,201.0,28,22,15,35,26,4,3.0
2070,2109,Decision - Unanimous,3,900,0,Heather Clark,0,70,46%,134,0,0%,0,1,300.0,46,17,7,61,9,0,1,Karolina Kowalkiewicz,0,119,45%,164,0,0%,0,0,44.0,87,22,10,85,34,0,3.0
2071,2110,Decision - Unanimous,3,900,1,Heather Clark,0,56,56%,85,1,20%,1,0,472.0,33,15,8,29,21,6,0,Bec Rawlings,0,69,58%,90,0,0%,0,0,62.0,45,6,18,43,25,1,3.0
2072,2111,Decision - Unanimous,3,900,1,Devin Clark,0,79,63%,150,1,10%,0,0,158.0,23,56,0,21,57,1,0,Alonzo Menifield,0,39,45%,54,0,0%,0,0,522.0,31,6,2,13,26,0,4.0
2073,2112,Decision - Unanimous,3,900,1,Devin Clark,0,39,72%,122,3,75%,0,0,606.0,19,13,7,9,3,27,0,Dequan Townsend,0,6,16%,37,0,,0,0,0.0,4,2,0,2,4,0,4.0
2074,2113,Submission,2,421,0,Devin Clark,0,17,45%,22,2,66%,0,0,38.0,8,7,2,11,6,0,1,Ryan Spann,0,17,35%,17,0,0%,1,0,68.0,14,3,0,8,9,0,4.0
2075,2114,Decision - Unanimous,3,900,1,Devin Clark,0,40,42%,90,2,18%,0,0,172.0,26,5,9,28,11,1,0,Darko Stosic,0,26,47%,50,1,33%,0,0,310.0,23,3,0,12,11,3,4.0
2076,2115,KO/TKO,1,245,0,Devin Clark,1,19,61%,24,0,0%,0,0,50.0,15,0,4,3,9,7,1,Aleksandar Rakic,1,31,68%,33,0,0%,0,0,66.0,12,10,9,11,10,10,4.0
2077,2116,Decision - Unanimous,3,900,1,Devin Clark,0,50,78%,167,7,63%,0,0,685.0,30,12,8,17,19,14,0,Mike Rodriguez,0,40,60%,66,0,,0,0,38.0,17,21,2,11,27,2,4.0
2078,2117,Submission,2,482,0,Devin Clark,0,15,34%,31,0,0%,0,0,25.0,6,1,8,10,5,0,1,Jan Blachowicz,0,33,75%,50,1,100%,1,0,161.0,14,14,5,21,7,5,4.0
2079,2118,Decision - Unanimous,3,900,1,Devin Clark,0,68,64%,159,4,57%,0,0,465.0,42,17,9,20,11,37,0,Jake Collier,0,36,50%,52,0,0%,1,0,132.0,17,11,8,15,20,1,4.0
2080,2119,Decision - Unanimous,3,900,1,Devin Clark,0,47,45%,115,1,16%,0,0,280.0,35,6,6,40,7,0,0,Josh Stansbury,0,36,54%,83,0,0%,2,0,231.0,21,9,6,23,13,0,4.0
2081,2120,KO/TKO,1,297,0,Devin Clark,1,14,70%,30,1,100%,1,0,165.0,7,7,0,8,3,3,1,Alex Nicholson,1,18,58%,20,0,,0,0,1.0,6,5,7,12,3,3,4.0
2082,2121,KO/TKO,3,861,1,Jessica-Rose Clark,0,76,71%,124,1,100%,0,0,498.0,66,9,1,15,25,36,0,Sarah Alpar,0,12,40%,26,2,18%,0,0,208.0,3,3,6,12,0,0,1.0
2083,2122,Decision - Unanimous,3,900,0,Jessica-Rose Clark,0,65,41%,71,0,0%,0,0,18.0,37,6,22,65,0,0,1,Pannie Kianzad,0,98,41%,103,0,0%,0,0,49.0,71,14,13,93,5,0,1.0
2084,2123,Decision - Unanimous,3,900,0,Jessica-Rose Clark,0,51,36%,51,0,,0,0,2.0,30,13,8,46,4,1,1,Jessica Eye,0,67,29%,74,1,50%,0,0,125.0,38,23,6,60,0,7,1.0
2085,2124,Decision - Unanimous,3,900,1,Jessica-Rose Clark,0,55,56%,78,2,66%,1,1,337.0,36,12,7,32,7,16,0,Paige VanZant,0,54,45%,96,0,0%,0,1,153.0,29,18,7,40,2,12,1.0
2086,2125,Decision - Split,3,900,1,Jessica-Rose Clark,0,101,58%,108,2,66%,1,1,319.0,61,16,24,86,8,7,0,Bec Rawlings,0,65,44%,81,2,66%,1,0,142.0,58,7,0,59,3,3,1.0
2087,2126,KO/TKO,2,576,0,Mitch Clarke,0,28,33%,34,0,0%,0,0,26.0,11,8,9,18,10,0,1,Alex White,3,57,49%,62,0,,0,0,15.0,46,10,1,28,28,1,1.0
2088,2127,Submission,1,25,0,Mitch Clarke,0,1,25%,1,0,,0,0,0.0,0,0,1,1,0,0,1,Joe Duffy,1,3,42%,3,0,,1,0,15.0,3,0,0,1,0,2,1.0
2089,2128,Decision - Unanimous,3,900,0,Mitch Clarke,0,65,54%,81,0,0%,0,0,156.0,36,14,15,52,13,0,1,Michael Chiesa,0,59,46%,98,4,57%,0,0,321.0,48,9,2,41,7,11,1.0
2090,2129,Submission,2,357,1,Mitch Clarke,0,8,38%,20,0,,1,0,10.0,3,2,3,8,0,0,0,Al Iaquinta,0,13,68%,31,1,100%,2,0,271.0,10,3,0,6,0,7,1.0
2091,2130,Decision - Unanimous,3,900,1,Mitch Clarke,0,41,39%,118,0,0%,0,1,147.0,16,5,20,26,11,4,0,John Maguire,0,15,36%,66,3,42%,0,0,411.0,11,4,0,8,4,3,1.0
2092,2131,Decision - Split,3,900,0,Mitch Clarke,0,6,25%,29,3,37%,1,1,266.0,6,0,0,5,1,0,1,Anton Kuivanen,0,29,54%,66,3,100%,1,2,447.0,24,4,1,10,3,16,1.0
2093,2132,KO/TKO,2,576,0,Mitch Clarke,0,17,12%,25,0,0%,0,0,16.0,10,2,5,14,3,0,1,John Cholish,0,55,68%,69,1,16%,0,2,173.0,42,3,10,35,3,17,1.0
2094,2133,Submission,1,275,0,Rich Clementi,0,1,11%,2,0,0%,0,0,20.0,0,1,0,0,1,0,1,Gleison Tibau,0,7,70%,22,2,66%,1,0,201.0,5,0,2,2,3,2,1.0
2095,2134,Decision - Unanimous,3,900,0,Rich Clementi,0,7,16%,20,0,,0,1,13.0,3,0,4,5,0,2,1,Gray Maynard,0,22,36%,66,5,71%,2,0,581.0,17,5,0,14,2,6,1.0
2096,2135,Decision - Unanimous,3,900,1,Rich Clementi,0,20,42%,171,4,50%,0,0,593.0,14,2,4,10,3,7,0,Terry Etim,1,23,37%,30,0,,1,0,48.0,13,3,7,18,4,1,1.0
2097,2136,Decision - Split,3,900,1,Rich Clementi,0,40,39%,69,3,33%,3,0,323.0,29,2,9,34,3,3,0,Sam Stout,0,48,27%,53,0,0%,0,0,11.0,24,9,15,46,2,0,1.0
2098,2137,Submission,1,280,1,Rich Clementi,0,6,66%,10,2,100%,2,1,108.0,1,1,4,6,0,0,0,Melvin Guillard,0,5,27%,5,1,100%,0,0,28.0,5,0,0,5,0,0,1.0
2099,2138,Submission,2,485,1,Rich Clementi,0,12,50%,43,1,50%,2,1,162.0,9,0,3,5,1,6,0,Anthony Johnson,1,22,44%,25,1,50%,3,1,143.0,15,5,2,7,4,11,1.0
2100,2139,Decision - Unanimous,3,900,0,Rich Clementi,0,9,33%,59,0,,0,0,8.0,5,2,2,6,3,0,1,Roan Carneiro,0,22,61%,59,7,87%,4,0,710.0,16,4,2,7,9,6,1.0
2101,2140,Submission,2,593,1,Rich Clementi,0,23,36%,26,1,100%,1,0,43.0,8,5,10,23,0,0,0,Ross Pointon,0,23,22%,23,0,,0,0,0.0,6,2,15,21,2,0,1.0
2102,2141,Submission,2,491,0,Rich Clementi,0,22,30%,27,1,50%,0,0,20.0,9,7,6,13,9,0,1,Din Thomas,1,33,44%,63,1,100%,1,0,135.0,23,9,1,17,14,2,1.0
2103,2142,Submission,3,847,0,Rich Clementi,0,31,48%,59,2,25%,0,0,207.0,17,7,7,15,11,5,1,Yves Edwards,1,51,53%,79,0,,1,0,212.0,29,12,10,27,18,6,1.0
2104,2143,Decision - Unanimous,3,900,0,Chris Clements,0,17,27%,29,0,,1,0,0.0,4,5,8,14,3,0,1,Nordine Taleb,0,36,56%,64,6,100%,0,0,602.0,26,7,3,12,5,19,1.0
2105,2144,KO/TKO,1,186,1,Chris Clements,0,25,92%,26,0,,0,0,33.0,14,9,2,10,15,0,0,Vik Grujic,0,7,87%,27,1,50%,0,0,115.0,7,0,0,4,3,0,1.0
2106,2145,KO/TKO,2,387,0,Chris Clements,0,17,39%,25,0,,0,0,12.0,0,6,11,13,4,0,1,Stephen Thompson,2,23,58%,36,2,100%,0,0,154.0,14,5,4,20,1,2,1.0
2107,2147,Decision - Split,3,900,1,Chris Clements,2,68,55%,86,0,0%,0,0,94.0,38,14,16,49,8,11,0,Keith Wisniewski,0,28,60%,44,3,50%,1,0,350.0,26,2,0,18,0,10,1.0
2108,2148,Decision - Unanimous,3,900,0,Josh Clopton,0,5,38%,57,0,,0,0,199.0,4,1,0,3,0,2,1,Rani Yahya,0,14,35%,135,2,28%,1,1,503.0,13,1,0,4,0,10,4.0
2109,2149,Decision - Unanimous,3,900,0,Josh Clopton,0,43,69%,84,4,66%,0,0,465.0,18,13,12,17,20,6,1,Steven Siler,0,72,54%,133,0,0%,2,0,23.0,36,30,6,22,50,0,4.0
2110,2150,KO/TKO,2,310,0,Brian Cobb,0,0,0%,70,2,50%,0,0,108.0,0,0,0,0,0,0,1,Terry Etim,1,19,44%,19,1,100%,0,0,24.0,8,1,10,17,0,2,4.0
2111,2151,Submission,4,1083,0,Marloes Coenen,0,24,55%,77,0,,2,1,234.0,8,5,11,14,4,6,1,Miesha Tate,0,5,13%,38,4,66%,1,0,669.0,4,0,1,5,0,0,1.0
2112,2152,Submission,4,989,1,Marloes Coenen,0,32,50%,42,0,0%,2,0,156.0,4,9,19,19,12,1,0,Liz Carmouche,0,45,45%,238,2,40%,0,0,550.0,25,7,13,12,1,32,1.0
2113,2153,Submission,3,719,1,Marloes Coenen,0,28,34%,50,1,33%,2,0,28.0,10,6,12,23,5,0,0,Sarah Kaufman,0,12,15%,60,0,,0,2,312.0,10,0,2,9,1,2,1.0
2114,2154,KO/TKO,3,820,0,Marloes Coenen,0,19,47%,30,0,0%,0,0,62.0,8,3,8,15,4,0,1,Cristiane Justino,0,52,38%,91,1,100%,0,0,515.0,35,7,10,27,7,18,1.0
2115,2155,Submission,1,65,1,Marloes Coenen,0,7,53%,7,0,,1,0,,6,0,1,5,2,0,0,Roxanne Modafferi,0,3,23%,5,0,,0,0,,1,0,2,3,0,0,1.0
2116,2156,Submission,3,851,0,John Cofer,0,31,52%,57,0,,0,3,182.0,19,9,3,20,7,4,1,Mike Rio,0,30,44%,67,4,36%,1,0,352.0,15,5,10,19,10,1,1.0
2117,2157,KO/TKO,3,619,0,John Cofer,0,36,35%,39,2,50%,0,0,52.0,20,11,5,31,5,0,1,Justin Lawrence,1,54,34%,59,1,33%,0,0,53.0,44,8,2,46,5,3,1.0
2118,2158,Decision - Unanimous,3,900,0,Felipe Colares,0,7,25%,8,1,12%,3,0,82.0,2,4,1,6,1,0,1,Montel Jackson,1,75,72%,96,11,73%,0,0,637.0,64,9,2,32,43,0,1.0
2119,2159,Decision - Split,3,900,1,Felipe Colares,0,23,54%,92,2,25%,0,0,398.0,15,6,2,9,7,7,0,Domingo Pilarte,0,11,52%,69,2,40%,1,1,370.0,5,4,2,5,6,0,1.0
2120,2160,Decision - Unanimous,3,900,0,Felipe Colares,0,21,41%,28,3,37%,0,0,252.0,11,6,4,12,8,1,1,Geraldo de Freitas,0,49,64%,68,6,66%,0,2,396.0,31,14,4,33,13,3,1.0
2121,2161,Submission,1,42,1,Wayne Cole,0,0,0%,0,1,50%,1,0,21.0,0,0,0,0,0,0,0,Mike Kyle,0,0,0%,0,0,,0,0,5.0,0,0,0,0,0,0,1.0
2122,2162,Decision - Unanimous,3,900,1,Devin Cole,0,71,69%,170,2,66%,0,1,,44,19,8,43,14,14,0,Shawn Jordan,0,40,56%,61,1,33%,0,0,,31,5,4,23,13,4,2.0
2123,2163,Decision - Unanimous,3,900,0,Devin Cole,0,10,25%,63,0,,0,0,,2,6,2,6,4,0,1,Daniel Cormier,0,30,51%,118,3,33%,0,0,,13,12,5,19,4,7,2.0
2124,2164,KO/TKO,2,476,1,Devin Cole,0,55,67%,93,4,50%,0,0,,55,0,0,0,0,55,0,Mike Kyle,0,4,36%,21,0,,0,0,,1,3,0,1,3,0,2.0
2125,2165,Submission,2,369,0,Mark Coleman,0,10,47%,16,0,,0,0,0.0,8,1,1,9,1,0,1,Randy Couture,0,44,65%,68,1,100%,1,0,217.0,41,2,1,20,16,8,4.0
2126,2166,Decision - Unanimous,3,900,1,Mark Coleman,0,20,55%,59,3,33%,0,0,589.0,18,2,0,4,0,16,0,Stephan Bonnar,0,26,43%,68,0,,3,1,161.0,23,3,0,2,4,20,4.0
2127,2167,KO/TKO,3,876,0,Mark Coleman,0,31,44%,71,7,77%,0,0,370.0,26,4,1,12,7,12,1,Mauricio Rua,2,62,60%,106,1,50%,2,0,209.0,34,19,9,39,17,6,4.0
2128,2168,Decision - Split,2,480,0,Mark Coleman,0,25,47%,58,2,33%,0,0,,23,0,2,7,0,18,1,Pedro Rizzo,0,16,55%,29,0,,0,0,,9,0,7,15,1,0,4.0
2129,2169,KO/TKO,2,338,0,Mark Coleman,0,26,53%,54,3,37%,0,0,,23,1,2,6,6,14,1,Pete Williams,1,22,52%,36,0,,1,0,,13,2,7,14,6,2,4.0
2130,2170,Decision - Unanimous,3,780,0,Mark Coleman,0,19,44%,47,2,28%,2,0,,19,0,0,2,0,17,1,Maurice Smith,0,55,84%,129,0,,0,1,,34,1,20,36,0,19,4.0
2131,2171,Submission,1,177,1,Mark Coleman,0,4,33%,12,0,,2,0,,4,0,0,2,0,2,0,Dan Severn,0,2,50%,16,0,0%,0,0,,2,0,0,2,0,0,4.0
2132,2172,KO/TKO,1,140,1,Mark Coleman,0,9,90%,21,1,100%,0,0,,9,0,0,0,0,9,0,Brian Johnston,0,3,60%,3,0,,0,0,,0,0,3,3,0,0,4.0
2133,2173,Submission,1,45,1,Mark Coleman,0,7,100%,8,1,100%,2,0,,7,0,0,1,0,6,0,Julian Sanchez,0,0,,0,0,,0,0,,0,0,0,0,0,0,4.0
2134,2174,KO/TKO,1,663,1,Mark Coleman,0,34,56%,71,3,60%,2,0,,30,4,0,2,4,28,0,Don Frye,0,1,16%,17,0,0%,0,1,,1,0,0,1,0,0,4.0
2135,2175,Submission,1,420,1,Mark Coleman,0,33,68%,51,2,100%,0,0,,33,0,0,2,19,12,0,Gary Goodridge,0,3,42%,8,0,,0,0,,1,1,1,0,3,0,4.0
2136,2176,KO/TKO,1,163,1,Mark Coleman,0,25,83%,33,1,50%,0,0,,20,5,0,0,0,25,0,Moti Horenstein,0,0,0%,19,0,,0,0,,0,0,0,0,0,0,4.0
2137,2177,Decision - Split,3,900,0,Clay Collard,1,84,40%,136,1,50%,0,0,136.0,60,18,6,60,9,15,1,Tiago dos Santos e Silva,0,52,42%,73,1,25%,1,2,217.0,25,17,10,45,6,1,1.0
2138,2178,Decision - Unanimous,3,900,0,Clay Collard,0,34,21%,54,6,54%,0,0,287.0,17,5,12,30,3,1,1,Gabriel Benitez,0,60,56%,97,0,,1,0,57.0,13,30,17,55,1,4,1.0
2139,2179,Decision - Unanimous,3,900,1,Clay Collard,1,60,31%,62,3,60%,2,0,152.0,32,12,16,42,13,5,0,Alex White,0,58,35%,80,1,33%,1,1,80.0,33,21,4,36,21,1,1.0
2140,2180,KO/TKO,3,827,0,Clay Collard,0,70,33%,73,1,10%,0,1,109.0,38,16,16,52,14,4,1,Max Holloway,0,124,60%,137,0,,0,0,154.0,95,26,3,70,14,40,1.0
2141,2181,KO/TKO,1,45,0,Jake Collier,0,3,33%,3,0,,0,0,0.0,1,0,2,3,0,0,1,Tom Aspinall,1,10,100%,10,0,,0,0,2.0,7,1,2,9,0,1,1.0
2142,2182,Decision - Unanimous,3,900,1,Jake Collier,0,94,38%,124,0,0%,0,2,71.0,55,19,20,88,2,4,0,Marcel Fortuna,0,59,42%,65,1,11%,1,0,67.0,49,9,1,54,5,0,1.0
2143,2183,Decision - Unanimous,3,900,0,Jake Collier,0,36,50%,52,0,0%,1,0,132.0,17,11,8,15,20,1,1,Devin Clark,0,68,64%,159,4,57%,0,0,465.0,42,17,9,20,11,37,1.0
2144,2184,KO/TKO,2,366,1,Jake Collier,1,27,50%,34,1,20%,0,0,156.0,21,6,0,12,10,5,0,Alberto Uda,0,15,55%,28,1,50%,0,1,83.0,12,3,0,3,11,1,1.0
2145,2185,KO/TKO,2,410,0,Jake Collier,1,22,53%,29,0,0%,0,0,107.0,8,9,5,20,2,0,1,Dongi Yang,0,29,69%,54,1,16%,0,0,117.0,23,5,1,15,2,12,1.0
2146,2186,Decision - Split,3,900,1,Jake Collier,0,67,31%,84,0,,0,0,14.0,36,18,13,61,6,0,0,Ricardo Abreu,0,47,31%,69,3,42%,0,0,186.0,38,5,4,38,9,0,1.0
2147,2187,KO/TKO,1,299,0,Jake Collier,0,15,42%,22,2,66%,1,0,184.0,11,4,0,13,2,0,1,Vitor Miranda,0,14,66%,19,0,,0,0,1.0,6,4,4,12,2,0,1.0
2148,2188,Submission,1,128,0,Christian Colombo,0,2,25%,4,0,,0,0,0.0,1,1,0,1,1,0,1,Marcelo Golm,0,35,64%,47,1,100%,1,0,82.0,32,1,2,7,8,20,3.0
