,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
732,KO/TKO,3,11:44,W,Mark Hunt,1,47 of 82,57%,61 of 100,1 of 2,50%,0,1,3:58,37 of 70,8 of 10,2 of 2,45 of 77,0 of 0,2 of 5,L,Stefan Struve,0,24 of 67,35%,56 of 116,0 of 0,---,1,1,2:05,19 of 60,4 of 4,1 of 3,21 of 58,0 of 0,3 of 9
733,KO/TKO,1,2:11,W,Mark Hunt,1,10 of 16,62%,10 of 16,0 of 0,---,0,0,0:18,8 of 14,0 of 0,2 of 2,9 of 15,0 of 0,1 of 1,L,Cheick Kongo,0,5 of 12,41%,5 of 12,0 of 0,---,0,0,0:08,2 of 7,2 of 2,1 of 3,4 of 11,1 of 1,0 of 0
734,Decision - Unanimous,3,15:00,W,Mark Hunt,0,47 of 95,49%,120 of 173,2 of 4,50%,1,0,6:18,44 of 92,1 of 1,2 of 2,26 of 66,2 of 3,19 of 26,L,Ben Rothwell,0,19 of 50,38%,23 of 54,2 of 14,14%,0,0,2:11,19 of 50,0 of 0,0 of 0,9 of 38,0 of 0,10 of 12
735,KO/TKO,2,6:41,W,Mark Hunt,1,14 of 43,32%,24 of 56,0 of 0,---,0,0,0:02,14 of 41,0 of 2,0 of 0,13 of 41,1 of 2,0 of 0,L,Chris Tuchscherer,0,9 of 37,24%,22 of 52,1 of 4,25%,0,0,1:45,8 of 36,1 of 1,0 of 0,7 of 35,1 of 1,1 of 1
736,Submission,1,1:03,L,Mark Hunt,0,2 of 8,25%,3 of 9,1 of 1,100%,0,0,0:34,2 of 8,0 of 0,0 of 0,1 of 7,0 of 0,1 of 1,W,Sean McCorkle,0,0 of 4,0%,0 of 4,0 of 2,0%,2,0,0:00,0 of 4,0 of 0,0 of 0,0 of 4,0 of 0,0 of 0
737,Decision - Split,1,12:0,W,Alex Hunter,0,11 of 18,61%,20 of 34,1 of 5,20%,0,1,--,8 of 15,2 of 2,1 of 1,3 of 3,3 of 5,5 of 10,L,Harry Moskowitz,0,12 of 22,54%,26 of 36,1 of 1,100%,4,0,--,2 of 10,10 of 12,0 of 0,0 of 6,12 of 16,0 of 0
738,Submission,1,2:30,W,Alex Hunter,0,7 of 12,58%,16 of 21,1 of 1,100%,0,0,--,4 of 8,2 of 3,1 of 1,2 of 3,0 of 0,5 of 9,L,Sam Fulton,0,1 of 1,100%,2 of 2,0 of 0,---,0,0,--,0 of 0,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0
739,Submission,2,7:03,L,Joe Hurley,0,10 of 21,47%,52 of 69,0 of 0,---,0,0,--,4 of 12,5 of 8,1 of 1,5 of 13,4 of 5,1 of 3,W,Nate Diaz,0,24 of 57,42%,75 of 114,3 of 4,75%,2,0,--,20 of 53,0 of 0,4 of 4,6 of 16,1 of 1,17 of 40
740,Submission,1,1:55,L,Joe Hurley,0,0 of 1,0%,21 of 24,0 of 1,0%,0,0,--,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,W,Nick Diaz,1,6 of 12,50%,20 of 27,1 of 1,100%,1,0,--,2 of 8,3 of 3,1 of 1,3 of 8,3 of 3,0 of 1
741,KO/TKO,1,4:15,L,Solomon Hutcherson,0,11 of 28,39%,25 of 44,1 of 1,100%,0,1,1:39,5 of 18,5 of 9,1 of 1,5 of 17,6 of 11,0 of 0,W,Luigi Fioravanti,1,11 of 31,35%,19 of 41,1 of 1,100%,0,1,0:47,7 of 22,3 of 7,1 of 2,4 of 12,5 of 17,2 of 2
