,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
246,Submission,2,9:59,L,Kyle Noke,0,44 of 77,57%,48 of 81,2 of 2,100%,0,0,0:33,19 of 47,8 of 11,17 of 19,41 of 74,2 of 2,1 of 1,W,Keita Nakamura,1,41 of 113,36%,45 of 117,0 of 2,0%,1,0,0:32,33 of 99,5 of 8,3 of 6,31 of 94,1 of 1,9 of 18
247,Decision - Split,3,15:00,L,Kyle Noke,0,59 of 134,44%,79 of 155,1 of 3,33%,0,0,3:10,24 of 78,20 of 34,15 of 22,44 of 106,3 of 11,12 of 17,W,Alex Morono,0,43 of 125,34%,81 of 166,0 of 0,---,1,0,1:06,34 of 110,6 of 9,3 of 6,35 of 109,4 of 11,4 of 5
248,KO/TKO,1,2:01,W,Kyle Noke,1,23 of 43,53%,24 of 44,0 of 0,---,0,0,0:00,13 of 30,2 of 4,8 of 9,11 of 21,0 of 0,12 of 22,L,Peter Sobotta,0,2 of 6,33%,2 of 6,0 of 0,---,0,0,0:14,2 of 5,0 of 1,0 of 0,2 of 6,0 of 0,0 of 0
249,Decision - Split,3,15:00,W,Kyle Noke,0,31 of 82,37%,44 of 98,0 of 0,---,0,1,2:05,13 of 53,2 of 2,16 of 27,22 of 62,0 of 0,9 of 20,L,Jonavin Webb,1,23 of 67,34%,33 of 80,2 of 8,25%,2,0,3:00,19 of 56,2 of 6,2 of 5,18 of 56,3 of 7,2 of 4
250,Decision - Unanimous,3,15:00,L,Kyle Noke,0,50 of 85,58%,67 of 103,0 of 0,---,0,0,0:26,20 of 42,12 of 23,18 of 20,33 of 62,8 of 13,9 of 10,W,Patrick Cote,0,33 of 61,54%,127 of 162,3 of 9,33%,0,0,7:14,22 of 45,5 of 9,6 of 7,6 of 23,5 of 12,22 of 26
251,KO/TKO,1,0:45,W,Kyle Noke,1,7 of 15,46%,7 of 15,0 of 0,---,0,0,0:02,7 of 15,0 of 0,0 of 0,3 of 9,0 of 0,4 of 6,L,Charlie Brenneman,0,0 of 2,0%,0 of 2,0 of 0,---,0,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
252,Decision - Unanimous,3,15:00,L,Kyle Noke,0,36 of 63,57%,40 of 67,3 of 7,42%,1,0,3:29,20 of 40,9 of 15,7 of 8,29 of 56,1 of 1,6 of 6,W,Andrew Craig,0,36 of 79,45%,104 of 158,1 of 2,50%,0,0,3:56,30 of 68,4 of 7,2 of 4,24 of 66,3 of 3,9 of 10
253,Submission,1,4:15,L,Kyle Noke,0,12 of 13,92%,19 of 20,1 of 3,33%,0,0,3:25,6 of 7,5 of 5,1 of 1,3 of 3,0 of 0,9 of 10,W,Ed Herman,0,2 of 6,33%,4 of 8,1 of 1,100%,3,0,0:12,2 of 6,0 of 0,0 of 0,1 of 4,0 of 1,1 of 1
254,Submission,1,1:35,W,Kyle Noke,0,4 of 10,40%,4 of 10,1 of 1,100%,1,0,0:00,2 of 8,1 of 1,1 of 1,3 of 9,0 of 0,1 of 1,L,Chris Camozzi,0,4 of 7,57%,4 of 7,0 of 1,0%,0,0,0:41,0 of 3,2 of 2,2 of 2,4 of 7,0 of 0,0 of 0
255,Submission,2,6:33,W,Kyle Noke,0,25 of 38,65%,43 of 57,3 of 4,75%,2,0,4:02,14 of 27,7 of 7,4 of 4,2 of 7,4 of 5,19 of 26,L,Rob Kimmons,0,16 of 30,53%,35 of 49,0 of 1,0%,0,1,1:20,13 of 27,3 of 3,0 of 0,9 of 20,4 of 6,3 of 4
256,KO/TKO,2,8:12,W,Kyle Noke,1,50 of 88,56%,50 of 88,0 of 0,---,0,0,0:05,28 of 62,4 of 4,18 of 22,43 of 74,4 of 6,3 of 8,L,Josh Bryant,0,9 of 45,20%,9 of 45,0 of 2,0%,0,0,0:00,7 of 38,1 of 2,1 of 5,9 of 45,0 of 0,0 of 0
257,Decision - Unanimous,3,15:00,L,KJ Noons,0,33 of 63,52%,45 of 76,0 of 0,---,0,0,0:00,26 of 50,7 of 13,0 of 0,20 of 48,13 of 15,0 of 0,W,Joshua Burkman,0,57 of 108,52%,62 of 114,3 of 10,30%,0,0,3:03,16 of 59,11 of 13,30 of 36,51 of 99,3 of 4,3 of 5
258,Submission,1,2:51,L,KJ Noons,0,7 of 11,63%,7 of 11,0 of 0,---,0,0,0:00,5 of 8,0 of 0,2 of 3,6 of 10,1 of 1,0 of 0,W,Alex Oliveira,0,3 of 13,23%,4 of 14,3 of 5,60%,1,0,1:20,1 of 11,0 of 0,2 of 2,3 of 11,0 of 1,0 of 1
259,Could Not Continue,2,5:25,NC,KJ Noons,0,18 of 47,38%,18 of 47,0 of 0,---,0,0,0:02,9 of 29,0 of 2,9 of 16,17 of 45,1 of 1,0 of 1,NC,Daron Cruickshank,0,23 of 59,38%,23 of 59,2 of 3,66%,0,0,0:23,11 of 45,6 of 8,6 of 6,22 of 58,1 of 1,0 of 0
260,KO/TKO,1,0:30,W,KJ Noons,1,7 of 11,63%,7 of 11,0 of 0,---,0,0,0:03,3 of 4,0 of 0,4 of 7,5 of 8,0 of 0,2 of 3,L,Sam Stout,0,5 of 8,62%,5 of 8,0 of 0,---,0,0,0:00,1 of 3,0 of 1,4 of 4,5 of 8,0 of 0,0 of 0
261,Decision - Unanimous,3,15:00,W,KJ Noons,0,56 of 167,33%,57 of 168,0 of 0,---,0,0,0:00,26 of 113,30 of 54,0 of 0,56 of 167,0 of 0,0 of 0,L,George Sotiropoulos,0,50 of 199,25%,50 of 199,1 of 7,14%,0,0,0:26,31 of 176,6 of 9,13 of 14,50 of 199,0 of 0,0 of 0
262,Decision - Unanimous,3,15:00,L,KJ Noons,0,42 of 122,34%,56 of 136,0 of 0,---,0,0,0:00,17 of 71,13 of 28,12 of 23,41 of 121,1 of 1,0 of 0,W,Donald Cerrone,0,78 of 152,51%,130 of 213,4 of 7,57%,0,0,5:48,51 of 115,15 of 23,12 of 14,51 of 112,5 of 6,22 of 34
263,Decision - Split,3,15:00,L,KJ Noons,0,52 of 128,40%,54 of 130,0 of 0,---,0,0,0:03,42 of 110,10 of 18,0 of 0,46 of 115,5 of 11,1 of 2,W,Ryan Couture,0,44 of 150,29%,45 of 151,0 of 3,0%,0,0,0:02,17 of 93,10 of 30,17 of 27,36 of 136,8 of 14,0 of 0
264,Decision - Unanimous,3,15:00,L,KJ Noons,0,29 of 80,36%,74 of 127,0 of 0,---,0,0,0:15,10 of 53,15 of 23,4 of 4,24 of 75,4 of 4,1 of 1,W,Josh Thomson,0,41 of 62,66%,79 of 103,4 of 14,28%,1,0,10:39,20 of 38,16 of 19,5 of 5,16 of 33,1 of 2,24 of 27
265,Decision - Unanimous,3,15:00,W,KJ Noons,0,64 of 199,32%,88 of 223,1 of 5,20%,0,0,0:20,33 of 151,8 of 20,23 of 28,62 of 189,2 of 10,0 of 0,L,Billy Evangelista,0,71 of 153,46%,80 of 163,1 of 5,20%,1,0,1:52,34 of 103,27 of 36,10 of 14,33 of 98,37 of 54,1 of 1
266,Decision - Unanimous,3,15:00,L,KJ Noons,0,38 of 135,28%,52 of 151,0 of 0,---,0,0,0:24,13 of 71,21 of 59,4 of 5,34 of 125,3 of 6,1 of 4,W,Jorge Masvidal,1,73 of 152,48%,85 of 165,7 of 9,77%,0,0,5:49,53 of 127,12 of 13,8 of 12,51 of 115,4 of 8,18 of 29
