,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
164,KO/TKO,1,4:44,W,Brian Ortega,1,25 of 76,32%,25 of 77,0 of 0,---,0,0,0:02,21 of 71,3 of 4,1 of 1,17 of 66,6 of 8,2 of 2,L,Frankie Edgar,0,27 of 77,35%,27 of 77,0 of 1,0%,0,0,0:00,12 of 59,10 of 13,5 of 5,27 of 76,0 of 1,0 of 0
165,Submission,2,8:22,W,Brian Ortega,0,24 of 70,34%,24 of 70,0 of 1,0%,2,0,0:30,12 of 56,9 of 11,3 of 3,20 of 66,4 of 4,0 of 0,L,Cub Swanson,0,60 of 97,61%,60 of 97,0 of 0,---,0,0,0:14,24 of 57,20 of 22,16 of 18,56 of 92,4 of 5,0 of 0
166,Submission,3,12:59,W,Brian Ortega,0,65 of 220,29%,65 of 220,0 of 2,0%,1,0,0:00,49 of 198,14 of 19,2 of 3,64 of 217,1 of 3,0 of 0,L,Renato Moicano,0,109 of 252,43%,111 of 254,2 of 2,100%,0,0,0:20,91 of 229,8 of 13,10 of 10,109 of 252,0 of 0,0 of 0
167,KO/TKO,3,14:40,W,Brian Ortega,1,62 of 189,32%,62 of 189,0 of 0,---,0,0,0:04,52 of 175,9 of 13,1 of 1,60 of 185,1 of 3,1 of 1,L,Clay Guida,1,62 of 192,32%,70 of 209,0 of 6,0%,0,0,0:32,42 of 164,13 of 21,7 of 7,58 of 188,4 of 4,0 of 0
168,Submission,3,11:37,W,Brian Ortega,0,29 of 110,26%,33 of 114,0 of 1,0%,2,0,1:43,18 of 91,11 of 19,0 of 0,28 of 109,1 of 1,0 of 0,L,Diego Brandao,0,56 of 108,51%,61 of 116,2 of 3,66%,0,0,0:20,38 of 87,10 of 11,8 of 10,51 of 99,0 of 0,5 of 9
169,KO/TKO,3,14:10,W,Brian Ortega,1,41 of 101,40%,56 of 117,0 of 0,---,1,1,0:53,39 of 97,1 of 3,1 of 1,22 of 72,5 of 7,14 of 22,L,Thiago Tavares,0,39 of 94,41%,114 of 177,6 of 11,54%,0,0,8:25,33 of 87,2 of 2,4 of 5,26 of 76,1 of 1,12 of 17
170,Overturned,1,1:39,NC,Brian Ortega,0,3 of 6,50%,5 of 8,1 of 3,33%,2,0,1:12,1 of 4,2 of 2,0 of 0,2 of 5,1 of 1,0 of 0,NC,Mike de la Torre,0,6 of 11,54%,8 of 14,0 of 1,0%,0,0,0:00,4 of 9,2 of 2,0 of 0,5 of 9,1 of 2,0 of 0
171,Decision - Unanimous,3,15:00,L,Tito Ortiz,0,49 of 128,38%,68 of 147,3 of 6,50%,0,0,2:44,47 of 123,2 of 5,0 of 0,40 of 115,4 of 6,5 of 7,W,Forrest Griffin,0,85 of 261,32%,104 of 280,0 of 0,---,0,0,0:52,54 of 205,20 of 36,11 of 20,81 of 253,4 of 8,0 of 0
172,KO/TKO,1,3:15,L,Tito Ortiz,0,9 of 17,52%,13 of 21,0 of 1,0%,0,0,0:56,7 of 14,2 of 3,0 of 0,4 of 10,5 of 7,0 of 0,W,Rogerio Nogueira,1,54 of 90,60%,80 of 119,0 of 0,---,0,0,1:36,26 of 59,28 of 31,0 of 0,2 of 15,15 of 21,37 of 54
173,KO/TKO,2,9:48,L,Tito Ortiz,0,5 of 27,18%,6 of 28,1 of 1,100%,1,0,1:04,4 of 21,1 of 4,0 of 2,1 of 19,4 of 8,0 of 0,W,Rashad Evans,0,48 of 97,49%,77 of 135,1 of 1,100%,0,0,5:05,42 of 91,5 of 5,1 of 1,8 of 28,12 of 20,28 of 49
174,Submission,1,1:56,W,Tito Ortiz,1,6 of 16,37%,7 of 17,0 of 0,---,1,0,0:06,4 of 12,1 of 1,1 of 3,5 of 14,0 of 0,1 of 2,L,Ryan Bader,0,4 of 21,19%,4 of 21,0 of 0,---,0,0,0:09,1 of 13,0 of 0,3 of 8,4 of 21,0 of 0,0 of 0
175,Decision - Unanimous,3,15:00,L,Tito Ortiz,0,37 of 131,28%,59 of 157,0 of 2,0%,0,0,0:00,19 of 108,9 of 12,9 of 11,35 of 125,1 of 4,1 of 2,W,Matt Hamill,0,41 of 134,30%,58 of 154,3 of 3,100%,0,0,3:52,33 of 119,2 of 5,6 of 10,35 of 112,0 of 1,6 of 21
176,Decision - Split,3,15:00,L,Tito Ortiz,0,24 of 75,32%,56 of 109,3 of 9,33%,0,0,4:09,21 of 71,2 of 2,1 of 2,11 of 50,1 of 1,12 of 24,W,Forrest Griffin,0,70 of 206,33%,91 of 231,0 of 1,0%,0,1,1:11,44 of 170,11 of 17,15 of 19,62 of 193,5 of 9,3 of 4
