,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
183,TKO - Doctor's Stoppage,1,2:32,W,Rustam Khabilov,0,3 of 17,17%,4 of 18,1 of 2,50%,0,0,0:17,2 of 13,0 of 3,1 of 1,3 of 17,0 of 0,0 of 0,L,Yancy Medeiros,0,4 of 18,22%,4 of 18,0 of 0,---,0,0,0:00,1 of 12,1 of 4,2 of 2,4 of 18,0 of 0,0 of 0
184,KO/TKO,1,2:15,W,Rustam Khabilov,0,13 of 19,68%,19 of 25,5 of 6,83%,0,0,1:36,12 of 18,1 of 1,0 of 0,0 of 4,2 of 2,11 of 13,L,Vinc Pichel,0,0 of 4,0%,1 of 5,0 of 0,---,0,0,0:02,0 of 3,0 of 0,0 of 1,0 of 4,0 of 0,0 of 0
185,Decision - Unanimous,3,15:00,L,Sergey Khandozhko,0,25 of 51,49%,188 of 219,0 of 0,---,0,0,0:07,12 of 33,0 of 3,13 of 15,23 of 49,2 of 2,0 of 0,W,Rustam Khabilov,0,12 of 28,42%,56 of 79,4 of 12,33%,0,0,10:35,6 of 21,3 of 4,3 of 3,8 of 23,0 of 0,4 of 5
186,Decision - Unanimous,3,15:00,W,Sergey Khandozhko,1,60 of 149,40%,60 of 151,1 of 6,16%,0,0,1:01,30 of 100,11 of 27,19 of 22,55 of 141,5 of 8,0 of 0,L,Rostem Akman,0,39 of 100,39%,40 of 103,2 of 5,40%,0,0,3:20,30 of 91,6 of 6,3 of 3,31 of 91,8 of 9,0 of 0
187,Submission,1,4:28,L,Sergei Kharitonov,0,9 of 23,39%,14 of 29,0 of 0,---,0,0,0:00,9 of 23,0 of 0,0 of 0,8 of 20,1 of 2,0 of 1,W,Josh Barnett,0,21 of 30,70%,83 of 95,1 of 2,50%,1,0,3:38,19 of 28,1 of 1,1 of 1,7 of 9,1 of 1,13 of 20
188,KO/TKO,1,2:49,W,Sergei Kharitonov,1,21 of 46,45%,27 of 52,0 of 0,---,0,0,0:22,18 of 42,3 of 4,0 of 0,8 of 26,9 of 16,4 of 4,L,Andrei Arlovski,0,13 of 38,34%,19 of 44,0 of 0,---,0,0,0:00,9 of 31,1 of 3,3 of 4,12 of 34,1 of 4,0 of 0
189,Decision - Unanimous,3,15:00,W,Pannie Kianzad,0,103 of 199,51%,106 of 205,0 of 0,---,0,0,0:05,76 of 168,10 of 14,17 of 17,97 of 191,6 of 8,0 of 0,L,Bethe Correia,0,56 of 143,39%,83 of 178,1 of 5,20%,0,0,2:01,40 of 117,14 of 20,2 of 6,46 of 126,9 of 15,1 of 2
190,Decision - Unanimous,3,15:00,W,Pannie Kianzad,0,98 of 238,41%,103 of 243,0 of 1,0%,0,0,0:49,71 of 194,14 of 30,13 of 14,93 of 229,5 of 9,0 of 0,L,Jessica-Rose Clark,0,65 of 157,41%,71 of 163,0 of 2,0%,0,0,0:18,37 of 117,6 of 16,22 of 24,65 of 157,0 of 0,0 of 0
191,Decision - Unanimous,3,15:00,L,Pannie Kianzad,0,33 of 83,39%,39 of 95,1 of 2,50%,0,0,2:44,26 of 73,3 of 6,4 of 4,25 of 69,7 of 13,1 of 1,W,Julia Avila,1,49 of 122,40%,66 of 142,0 of 1,0%,0,0,5:46,30 of 96,11 of 16,8 of 10,28 of 93,17 of 23,4 of 6
192,Submission,2,7:11,L,Pannie Kianzad,0,19 of 39,48%,30 of 50,0 of 2,0%,1,0,0:13,10 of 27,9 of 12,0 of 0,8 of 23,11 of 16,0 of 0,W,Macy Chiasson,1,24 of 50,48%,37 of 64,0 of 6,0%,2,0,5:31,11 of 31,12 of 18,1 of 1,12 of 28,10 of 18,2 of 4
