,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND
555,KO/TKO,1,1:06,W,Ronda Rousey,1,14 of 23,60%,21 of 30,0 of 0,---,0,0,0:44,4 of 12,9 of 10,1 of 1,2 of 8,12 of 15,0 of 0,L,Sara McMann,0,13 of 20,65%,14 of 21,0 of 0,---,0,0,0:00,8 of 14,5 of 6,0 of 0,6 of 10,7 of 10,0 of 0
556,Submission,3,10:58,W,Ronda Rousey,0,40 of 63,63%,134 of 161,6 of 8,75%,3,0,7:04,24 of 46,6 of 7,10 of 10,7 of 24,17 of 21,16 of 18,L,Miesha Tate,0,24 of 50,48%,28 of 54,1 of 3,33%,0,1,1:59,20 of 45,4 of 5,0 of 0,13 of 31,10 of 18,1 of 1
557,Submission,1,4:49,W,Ronda Rousey,0,7 of 14,50%,41 of 50,1 of 1,100%,1,0,3:47,6 of 13,1 of 1,0 of 0,1 of 5,2 of 2,4 of 7,L,Liz Carmouche,0,4 of 6,66%,22 of 24,0 of 0,---,1,0,0:52,4 of 6,0 of 0,0 of 0,3 of 5,1 of 1,0 of 0
558,Submission,1,0:54,W,Ronda Rousey,0,3 of 6,50%,6 of 9,1 of 2,50%,1,0,0:29,3 of 6,0 of 0,0 of 0,3 of 6,0 of 0,0 of 0,L,Sarah Kaufman,0,1 of 3,33%,1 of 3,0 of 0,---,0,0,0:16,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0
559,Submission,1,4:27,W,Ronda Rousey,0,8 of 11,72%,43 of 48,3 of 3,100%,2,1,2:32,5 of 8,0 of 0,3 of 3,6 of 9,1 of 1,1 of 1,L,Miesha Tate,0,8 of 24,33%,11 of 27,1 of 2,50%,0,0,1:18,7 of 22,1 of 1,0 of 1,5 of 19,1 of 1,2 of 4
560,Submission,1,0:39,W,Ronda Rousey,0,1 of 1,100%,3 of 3,1 of 2,50%,1,0,--,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,L,Julia Budd,0,2 of 5,40%,3 of 6,0 of 0,---,0,0,--,2 of 5,0 of 0,0 of 0,2 of 5,0 of 0,0 of 0
561,Submission,1,0:25,W,Ronda Rousey,0,0 of 2,0%,0 of 2,0 of 1,0%,1,0,--,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0,L,Sarah D'alelio,0,1 of 3,33%,1 of 3,0 of 0,---,0,0,--,1 of 3,0 of 0,0 of 0,0 of 1,1 of 2,0 of 0
562,KO/TKO,2,5:35,L,Ray Routh,0,3 of 14,21%,15 of 30,1 of 3,33%,0,0,--,2 of 13,1 of 1,0 of 0,1 of 8,0 of 0,2 of 6,W,Crafton Wallace,1,18 of 25,72%,38 of 47,0 of 0,---,0,0,--,12 of 18,4 of 4,2 of 3,11 of 18,6 of 6,1 of 1
563,Submission,2,5:48,W,Brandon Royval,2,39 of 71,54%,51 of 85,0 of 0,---,1,0,1:31,27 of 56,7 of 9,5 of 6,34 of 64,4 of 6,1 of 1,L,Kai Kara-France,1,22 of 38,57%,22 of 39,0 of 1,0%,0,0,1:31,12 of 28,1 of 1,9 of 9,21 of 35,1 of 3,0 of 0
564,Submission,2,8:18,W,Brandon Royval,0,16 of 33,48%,22 of 41,1 of 1,100%,2,1,2:04,9 of 26,4 of 4,3 of 3,12 of 29,1 of 1,3 of 3,L,Tim Elliott,0,17 of 32,53%,40 of 55,4 of 10,40%,0,1,4:01,6 of 18,3 of 5,8 of 9,11 of 24,3 of 5,3 of 3
565,KO/TKO,2,8:47,W,Jairzinho Rozenstruik,1,42 of 66,63%,42 of 66,0 of 0,---,0,0,0:09,21 of 41,1 of 2,20 of 23,30 of 49,0 of 0,12 of 17,L,Junior Dos Santos,0,24 of 44,54%,24 of 44,0 of 0,---,0,0,0:00,6 of 22,13 of 15,5 of 7,24 of 44,0 of 0,0 of 0
566,KO/TKO,1,0:20,L,Jairzinho Rozenstruik,0,5 of 5,100%,5 of 5,0 of 0,---,0,0,0:00,3 of 3,0 of 0,2 of 2,5 of 5,0 of 0,0 of 0,W,Francis Ngannou,1,6 of 13,46%,6 of 13,0 of 0,---,0,0,0:02,5 of 11,1 of 2,0 of 0,3 of 9,0 of 0,3 of 4
567,KO/TKO,5,24:56,W,Jairzinho Rozenstruik,1,89 of 209,42%,109 of 229,0 of 0,---,0,0,0:06,57 of 169,16 of 20,16 of 20,68 of 180,19 of 27,2 of 2,L,Alistair Overeem,0,74 of 105,70%,101 of 135,2 of 10,20%,0,0,8:21,48 of 76,12 of 13,14 of 16,46 of 76,9 of 9,19 of 20
568,KO/TKO,1,0:29,W,Jairzinho Rozenstruik,1,5 of 9,55%,5 of 9,0 of 0,---,0,0,0:02,4 of 8,0 of 0,1 of 1,5 of 9,0 of 0,0 of 0,L,Andrei Arlovski,0,4 of 9,44%,4 of 9,0 of 0,---,0,0,0:00,1 of 6,0 of 0,3 of 3,4 of 9,0 of 0,0 of 0
569,KO/TKO,1,0:09,W,Jairzinho Rozenstruik,1,4 of 4,100%,4 of 4,0 of 0,---,0,0,0:02,3 of 3,1 of 1,0 of 0,1 of 1,0 of 0,3 of 3,L,Allen Crowder,0,0 of 1,0%,0 of 1,0 of 0,---,0,0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
570,KO/TKO,2,5:54,W,Jairzinho Rozenstruik,1,19 of 27,70%,26 of 34,0 of 0,---,0,1,0:14,15 of 23,0 of 0,4 of 4,9 of 17,5 of 5,5 of 5,L,Junior Albini,0,18 of 27,66%,26 of 35,2 of 6,33%,0,0,3:07,7 of 16,3 of 3,8 of 8,15 of 22,1 of 2,2 of 3
571,Decision - Split,3,15:00,W,Mauricio Rua,0,54 of 103,52%,78 of 129,2 of 4,50%,0,0,2:57,27 of 72,11 of 14,16 of 17,45 of 91,6 of 6,3 of 6,L,Rogerio Nogueira,0,46 of 100,46%,75 of 129,0 of 0,---,0,0,1:21,39 of 91,7 of 9,0 of 0,41 of 95,1 of 1,4 of 4
572,Decision - Split,3,15:00,D,Mauricio Rua,0,25 of 66,37%,51 of 108,1 of 3,33%,0,0,8:19,19 of 57,1 of 2,5 of 7,16 of 48,1 of 1,8 of 17,D,Paul Craig,0,51 of 99,51%,106 of 160,1 of 4,25%,1,0,1:17,30 of 71,14 of 20,7 of 8,39 of 82,9 of 13,3 of 4
573,KO/TKO,3,10:43,W,Mauricio Rua,1,30 of 56,53%,62 of 94,3 of 5,60%,0,0,5:18,23 of 45,2 of 3,5 of 8,12 of 26,1 of 2,17 of 28,L,Tyson Pedro,0,31 of 44,70%,36 of 49,0 of 1,0%,1,0,0:41,21 of 33,9 of 10,1 of 1,21 of 33,10 of 11,0 of 0
574,KO/TKO,1,1:29,L,Mauricio Rua,0,4 of 12,33%,4 of 12,0 of 0,---,0,0,0:00,0 of 7,1 of 1,3 of 4,4 of 12,0 of 0,0 of 0,W,Anthony Smith,1,23 of 31,74%,23 of 31,0 of 0,---,0,0,0:01,21 of 29,0 of 0,2 of 2,23 of 31,0 of 0,0 of 0
575,KO/TKO,3,10:59,W,Mauricio Rua,2,94 of 173,54%,94 of 174,2 of 3,66%,0,0,0:04,68 of 140,16 of 20,10 of 13,94 of 171,0 of 2,0 of 0,L,Gian Villante,0,55 of 151,36%,55 of 151,0 of 1,0%,0,0,0:09,48 of 143,3 of 4,4 of 4,55 of 151,0 of 0,0 of 0
576,Decision - Split,3,15:00,W,Mauricio Rua,2,48 of 101,47%,66 of 119,0 of 0,---,0,0,0:13,26 of 75,5 of 7,17 of 19,37 of 83,6 of 8,5 of 10,L,Corey Anderson,0,55 of 138,39%,106 of 196,4 of 8,50%,0,0,5:40,37 of 117,10 of 13,8 of 8,40 of 114,12 of 20,3 of 4
577,Decision - Unanimous,3,15:00,W,Mauricio Rua,0,53 of 98,54%,82 of 130,2 of 5,40%,0,0,4:19,30 of 74,15 of 16,8 of 8,47 of 84,2 of 8,4 of 6,L,Rogerio Nogueira,0,63 of 166,37%,73 of 177,0 of 0,---,1,0,0:13,55 of 156,6 of 8,2 of 2,48 of 135,15 of 31,0 of 0
578,KO/TKO,1,0:34,L,Mauricio Rua,0,2 of 3,66%,2 of 3,0 of 0,---,0,0,0:00,0 of 1,0 of 0,2 of 2,2 of 3,0 of 0,0 of 0,W,Ovince Saint Preux,1,9 of 15,60%,9 of 15,0 of 0,---,0,0,0:06,8 of 14,1 of 1,0 of 0,2 of 3,0 of 0,7 of 12
579,KO/TKO,3,11:31,L,Mauricio Rua,2,48 of 96,50%,79 of 128,1 of 2,50%,0,0,3:25,31 of 74,4 of 7,13 of 15,31 of 71,4 of 5,13 of 20,W,Dan Henderson,1,23 of 60,38%,32 of 70,0 of 2,0%,0,0,0:08,16 of 51,3 of 4,4 of 5,14 of 46,5 of 10,4 of 4
580,KO/TKO,1,1:03,W,Mauricio Rua,1,9 of 12,75%,9 of 12,0 of 0,---,0,0,0:03,4 of 7,2 of 2,3 of 3,8 of 11,0 of 0,1 of 1,L,James Te Huna,0,1 of 7,14%,1 of 7,0 of 0,---,0,0,0:00,1 of 4,0 of 3,0 of 0,1 of 7,0 of 0,0 of 0
581,Submission,1,4:47,L,Mauricio Rua,0,0 of 1,0%,9 of 10,0 of 1,0%,0,0,0:50,0 of 1,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0,W,Chael Sonnen,0,5 of 9,55%,58 of 70,2 of 3,66%,2,0,3:49,3 of 7,2 of 2,0 of 0,0 of 1,1 of 1,4 of 7
582,Decision - Unanimous,3,15:00,L,Mauricio Rua,0,41 of 95,43%,51 of 105,1 of 3,33%,1,0,1:28,23 of 69,7 of 13,11 of 13,27 of 76,14 of 19,0 of 0,W,Alexander Gustafsson,0,72 of 156,46%,128 of 215,6 of 12,50%,0,0,3:52,57 of 134,9 of 13,6 of 9,47 of 123,10 of 14,15 of 19
583,KO/TKO,4,19:09,W,Mauricio Rua,1,68 of 103,66%,142 of 184,4 of 7,57%,0,0,11:26,51 of 81,9 of 11,8 of 11,38 of 68,16 of 18,14 of 17,L,Brandon Vera,0,67 of 106,63%,89 of 132,1 of 2,50%,1,0,1:51,28 of 63,27 of 28,12 of 15,51 of 87,14 of 15,2 of 4
584,Decision - Unanimous,5,25:00,L,Mauricio Rua,0,96 of 194,49%,191 of 293,5 of 10,50%,1,0,9:06,80 of 172,8 of 10,8 of 12,43 of 103,19 of 34,34 of 57,W,Dan Henderson,1,77 of 141,54%,113 of 179,1 of 4,25%,1,2,4:25,55 of 119,16 of 16,6 of 6,33 of 79,27 of 40,17 of 22
585,KO/TKO,1,1:53,W,Mauricio Rua,1,16 of 29,55%,16 of 30,0 of 0,---,0,0,0:07,16 of 29,0 of 0,0 of 0,8 of 17,0 of 1,8 of 11,L,Forrest Griffin,0,3 of 19,15%,3 of 19,0 of 0,---,0,0,0:00,1 of 12,0 of 3,2 of 4,3 of 18,0 of 1,0 of 0
586,KO/TKO,3,12:37,L,Mauricio Rua,0,9 of 40,22%,11 of 42,0 of 0,---,0,0,0:05,6 of 32,2 of 7,1 of 1,8 of 36,1 of 4,0 of 0,W,Jon Jones,1,75 of 113,66%,102 of 142,3 of 3,100%,0,0,7:50,50 of 83,15 of 18,10 of 12,26 of 50,10 of 12,39 of 51
587,KO/TKO,1,3:35,W,Mauricio Rua,1,17 of 28,60%,24 of 35,0 of 1,0%,0,0,0:34,11 of 20,1 of 1,5 of 7,7 of 18,4 of 4,6 of 6,L,Lyoto Machida,0,9 of 11,81%,10 of 12,2 of 2,100%,0,0,0:53,6 of 7,3 of 3,0 of 1,5 of 7,3 of 3,1 of 1
588,Decision - Unanimous,5,25:00,L,Mauricio Rua,0,80 of 146,54%,82 of 148,0 of 4,0%,0,0,2:42,15 of 46,16 of 29,49 of 71,48 of 105,32 of 41,0 of 0,W,Lyoto Machida,0,35 of 108,32%,39 of 113,0 of 0,---,0,0,0:23,11 of 62,21 of 32,3 of 14,25 of 87,10 of 21,0 of 0
589,KO/TKO,1,4:28,W,Mauricio Rua,1,24 of 32,75%,25 of 34,0 of 1,0%,0,0,0:26,14 of 22,2 of 2,8 of 8,13 of 21,4 of 4,7 of 7,L,Chuck Liddell,0,8 of 37,21%,8 of 37,1 of 1,100%,0,0,0:21,8 of 35,0 of 0,0 of 2,7 of 36,1 of 1,0 of 0
590,KO/TKO,3,14:36,W,Mauricio Rua,2,62 of 102,60%,106 of 148,1 of 2,50%,2,0,3:29,34 of 69,19 of 21,9 of 12,39 of 72,17 of 23,6 of 7,L,Mark Coleman,0,31 of 69,44%,71 of 113,7 of 9,77%,0,0,6:10,26 of 64,4 of 4,1 of 1,12 of 45,7 of 7,12 of 17
591,Submission,3,14:45,L,Mauricio Rua,0,27 of 75,36%,53 of 105,5 of 12,41%,0,0,4:51,21 of 69,3 of 3,3 of 3,14 of 50,3 of 3,10 of 22,W,Forrest Griffin,0,66 of 130,50%,146 of 214,2 of 2,100%,3,2,5:37,44 of 104,13 of 16,9 of 10,21 of 54,4 of 7,41 of 69
592,KO/TKO,2,6:05,W,Murilo Rua,1,23 of 39,58%,50 of 66,2 of 3,66%,1,0,--,15 of 31,6 of 6,2 of 2,23 of 37,0 of 0,0 of 2,L,Joey Villasenor,0,19 of 37,51%,21 of 41,0 of 2,0%,1,1,--,15 of 32,4 of 5,0 of 0,17 of 34,1 of 1,1 of 2
593,KO/TKO,1,5:00,L,Marco Ruas,0,1 of 1,100%,4 of 6,1 of 1,100%,2,0,3:41,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0,W,Maurice Smith,0,4 of 4,100%,12 of 12,0 of 0,---,0,0,0:34,2 of 2,0 of 0,2 of 2,2 of 2,0 of 0,2 of 2
594,Decision - Unanimous,1,18:0,L,Marco Ruas,0,14 of 53,26%,29 of 68,0 of 0,---,0,0,--,3 of 31,0 of 0,11 of 22,14 of 52,0 of 0,0 of 1,W,Oleg Taktarov,0,6 of 33,18%,10 of 37,0 of 3,0%,1,0,--,2 of 19,0 of 1,4 of 13,6 of 33,0 of 0,0 of 0
595,Submission,1,2:39,W,Marco Ruas,0,7 of 10,70%,11 of 15,1 of 2,50%,1,0,--,5 of 8,0 of 0,2 of 2,2 of 3,0 of 0,5 of 7,L,Keith Hackney,0,1 of 4,25%,1 of 4,0 of 0,---,0,0,--,0 of 2,0 of 0,1 of 2,1 of 4,0 of 0,0 of 0
596,KO/TKO,1,13:1,W,Marco Ruas,1,33 of 59,55%,54 of 84,0 of 0,---,0,0,--,9 of 25,0 of 0,24 of 34,27 of 49,2 of 3,4 of 7,L,Paul Varelans,0,10 of 30,33%,36 of 63,0 of 0,---,1,0,--,3 of 19,2 of 2,5 of 9,7 of 27,3 of 3,0 of 0
597,Submission,1,12:2,W,Marco Ruas,0,4 of 7,57%,11 of 18,0 of 0,---,2,1,--,1 of 2,2 of 2,1 of 3,1 of 3,0 of 0,3 of 4,L,Remco Pardoel,0,2 of 4,50%,4 of 7,1 of 1,100%,2,0,--,0 of 1,0 of 0,2 of 3,0 of 2,2 of 2,0 of 0
598,Submission,1,3:23,W,Marco Ruas,0,1 of 1,100%,2 of 2,1 of 1,100%,3,0,--,1 of 1,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,L,Larry Cureton,0,6 of 7,85%,11 of 14,0 of 0,---,1,1,--,2 of 3,4 of 4,0 of 0,0 of 0,0 of 0,6 of 7
599,KO/TKO,2,8:34,L,Rodrigo Ruas,0,11 of 31,35%,19 of 42,0 of 0,---,0,0,0:04,5 of 25,0 of 0,6 of 6,9 of 24,2 of 7,0 of 0,W,Tony Fryklund,1,60 of 102,58%,127 of 174,0 of 0,---,1,0,6:55,52 of 93,6 of 6,2 of 3,6 of 17,5 of 7,49 of 78
600,Decision - Unanimous,3,15:00,L,Rodolfo Rubio Perez,0,17 of 47,36%,53 of 86,2 of 6,33%,0,1,3:13,7 of 35,8 of 10,2 of 2,10 of 39,2 of 3,5 of 5,W,Diego Rivas,0,15 of 40,37%,46 of 77,2 of 3,66%,0,3,6:47,10 of 33,2 of 4,3 of 3,8 of 27,2 of 3,5 of 10
601,KO/TKO,2,6:42,L,Gabe Ruediger,0,17 of 49,34%,60 of 95,0 of 6,0%,0,0,1:07,10 of 38,5 of 7,2 of 4,11 of 35,6 of 14,0 of 0,W,Paul Taylor,1,37 of 61,60%,47 of 72,0 of 1,0%,0,0,3:18,31 of 54,3 of 3,3 of 4,25 of 44,11 of 15,1 of 2
602,Submission,1,2:01,L,Gabe Ruediger,0,1 of 8,12%,1 of 8,0 of 0,---,0,0,0:00,1 of 7,0 of 0,0 of 1,1 of 8,0 of 0,0 of 0,W,Joe Lauzon,0,19 of 28,67%,19 of 29,2 of 3,66%,1,0,1:33,19 of 28,0 of 0,0 of 0,3 of 5,1 of 2,15 of 21
603,KO/TKO,2,6:01,L,Gabe Ruediger,0,7 of 23,30%,26 of 43,2 of 12,16%,0,0,2:08,5 of 20,2 of 2,0 of 1,0 of 13,3 of 5,4 of 5,W,Melvin Guillard,2,20 of 40,50%,25 of 45,3 of 3,100%,0,0,1:12,15 of 34,4 of 5,1 of 1,10 of 21,1 of 3,9 of 16
604,Decision - Unanimous,3,15:00,L,Eddie Ruiz,0,3 of 12,25%,30 of 43,2 of 16,12%,0,2,4:45,0 of 6,1 of 2,2 of 4,2 of 9,1 of 2,0 of 1,W,Yves Edwards,1,21 of 40,52%,57 of 79,0 of 0,---,3,1,6:59,10 of 26,10 of 12,1 of 2,3 of 14,14 of 17,4 of 9
605,Submission,1,4:29,L,Anthony Ruiz,0,20 of 31,64%,26 of 40,0 of 3,0%,0,0,--,9 of 16,1 of 1,10 of 14,4 of 7,16 of 24,0 of 0,W,Aaron Rosa,0,17 of 25,68%,35 of 45,1 of 2,50%,1,0,--,10 of 16,5 of 6,2 of 3,1 of 6,12 of 14,4 of 5
606,Decision - Unanimous,3,15:00,L,Anthony Ruiz,0,22 of 42,52%,61 of 102,0 of 0,---,0,1,2:24,9 of 28,10 of 11,3 of 3,4 of 19,12 of 15,6 of 8,W,Trevor Prangley,0,50 of 56,89%,125 of 147,6 of 6,100%,0,0,10:33,13 of 19,36 of 36,1 of 1,3 of 7,16 of 16,31 of 33
607,Decision - Unanimous,5,25:00,L,Anthony Ruiz,0,17 of 48,35%,74 of 114,3 of 6,50%,0,3,7:34,5 of 33,6 of 9,6 of 6,2 of 19,11 of 14,4 of 15,W,Bobby Southworth,0,16 of 25,64%,112 of 134,10 of 10,100%,5,1,15:03,8 of 17,8 of 8,0 of 0,4 of 10,7 of 10,5 of 5
608,TKO - Doctor's Stoppage,2,5:52,W,Anthony Ruiz,0,24 of 28,85%,39 of 46,1 of 4,25%,0,1,--,10 of 14,5 of 5,9 of 9,8 of 12,15 of 15,1 of 1,L,Bobby Southworth,0,9 of 19,47%,30 of 41,1 of 2,50%,0,0,--,1 of 10,8 of 8,0 of 1,2 of 11,4 of 4,3 of 4
609,Submission,1,4:42,L,Anthony Ruiz,0,13 of 20,65%,22 of 31,0 of 3,0%,0,0,--,1 of 7,4 of 4,8 of 9,3 of 9,10 of 11,0 of 0,W,Trevor Prangley,0,13 of 17,76%,26 of 33,0 of 1,0%,2,0,--,2 of 4,8 of 8,3 of 5,2 of 4,8 of 10,3 of 3
610,KO/TKO,2,7:46,W,Anthony Ruiz,0,65 of 81,80%,182 of 218,2 of 3,66%,0,0,--,57 of 72,7 of 8,1 of 1,1 of 2,0 of 0,64 of 79,L,Jeremy  Freitag,0,0 of 4,0%,0 of 5,0 of 2,0%,1,0,--,0 of 3,0 of 0,0 of 1,0 of 4,0 of 0,0 of 0
611,KO/TKO,2,8:48,L,Mike Russow,0,25 of 45,55%,29 of 51,1 of 6,16%,0,0,3:38,25 of 45,0 of 0,0 of 0,15 of 27,10 of 18,0 of 0,W,Shawn Jordan,0,42 of 72,58%,56 of 88,2 of 2,100%,0,0,2:04,39 of 68,3 of 4,0 of 0,11 of 36,9 of 13,22 of 23
612,KO/TKO,1,2:28,L,Mike Russow,0,3 of 16,18%,3 of 16,0 of 0,---,0,0,0:10,3 of 16,0 of 0,0 of 0,3 of 16,0 of 0,0 of 0,W,Fabricio Werdum,1,31 of 58,53%,31 of 58,0 of 0,---,0,0,0:11,26 of 52,2 of 3,3 of 3,18 of 37,0 of 2,13 of 19
613,Decision - Unanimous,3,15:00,W,Mike Russow,0,21 of 37,56%,58 of 76,6 of 10,60%,0,0,10:48,16 of 31,5 of 6,0 of 0,12 of 26,0 of 1,9 of 10,L,Jon Olav Einemo,0,31 of 43,72%,85 of 98,0 of 0,---,0,1,0:03,18 of 30,9 of 9,4 of 4,17 of 24,12 of 13,2 of 6
614,TKO - Doctor's Stoppage,2,10:00,W,Mike Russow,0,14 of 30,46%,37 of 59,3 of 6,50%,0,0,3:26,12 of 27,2 of 3,0 of 0,11 of 25,3 of 5,0 of 0,L,Jon Madsen,0,27 of 60,45%,32 of 65,0 of 0,---,0,0,0:00,22 of 52,2 of 4,3 of 4,22 of 54,5 of 6,0 of 0
615,KO/TKO,3,12:35,W,Mike Russow,1,14 of 44,31%,15 of 45,0 of 9,0%,0,0,0:03,14 of 44,0 of 0,0 of 0,14 of 44,0 of 0,0 of 0,L,Todd Duffee,0,51 of 182,28%,51 of 182,0 of 0,---,0,0,0:01,43 of 171,7 of 10,1 of 1,48 of 173,3 of 9,0 of 0
616,Decision - Unanimous,3,15:00,W,Mike Russow,0,21 of 36,58%,87 of 111,8 of 11,72%,2,1,11:24,17 of 32,4 of 4,0 of 0,2 of 6,0 of 0,19 of 30,L,Justin McCully,0,11 of 58,18%,35 of 83,0 of 0,---,0,1,0:31,9 of 54,0 of 1,2 of 3,5 of 46,6 of 10,0 of 2
617,Decision - Split,3,13:00,W,Bas Rutten,0,18 of 29,62%,181 of 195,0 of 0,---,1,0,--,10 of 20,6 of 7,2 of 2,4 of 11,1 of 1,13 of 17,L,Kevin Randleman,0,20 of 61,32%,56 of 114,6 of 6,100%,0,0,--,19 of 58,1 of 3,0 of 0,0 of 2,0 of 0,20 of 59
618,KO/TKO,2,7:15,W,Bas Rutten,1,31 of 61,50%,70 of 100,0 of 0,---,0,0,--,21 of 50,3 of 4,7 of 7,18 of 42,9 of 15,4 of 4,L,Tsuyoshi Kohsaka,0,23 of 47,48%,120 of 154,3 of 9,33%,0,0,--,16 of 38,4 of 5,3 of 4,6 of 14,2 of 2,15 of 31
